"Tabela 1394 - Domicílios particulares permanentes, por situação do domicílio e existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio, segundo o tipo do domicílio, a condição de ocupação e o tipo de esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Ano x Situação do domicílio x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Tinham banheiro de uso exclusivo do domicílio - 1 banheiro","Tinham banheiro de uso exclusivo do domicílio - 2 banheiros","Tinham banheiro de uso exclusivo do domicílio - 3 banheiros","Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais","Tinham sanitário","Não tinham banheiro nem sanitário"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Total","Total","Total","Total","Total","Total"
"2605202005","Cidade Centro - Escada (PE)","Total","Total","914","123","9","1","19","19"
"2605202006","São Sebastião - Escada (PE)","Total","Total","1291","131","17","6","76","31"
"2605202007","Riacho do Navio - Escada (PE)","Total","Total","332","53","3","4","8","9"
"2605202008","Viradouro - Escada (PE)","Total","Total","310","35","1","1","3","2"
"2605202009","Mangueira - Escada (PE)","Total","Total","194","109","23","9","1","-"
"2605202010","Nova Escada - Escada (PE)","Total","Total","1384","99","10","1","64","41"
"2605202011","São Francisco - Escada (PE)","Total","Total","222","36","2","3","8","5"
"2605202012","Maracujá - Escada (PE)","Total","Total","300","115","31","5","-","-"
"2605202013","Jaguaribe - Escada (PE)","Total","Total","652","96","12","5","6","2"
"2605202014","Nova Cidade - Escada (PE)","Total","Total","869","99","6","-","12","6"
"2605202015","Alvorada - Escada (PE)","Total","Total","410","27","2","1","18","51"
"2605202016","Boa Esperança - Escada (PE)","Total","Total","390","28","5","-","3","11"
"2605202017","Povo Deus - Escada (PE)","Total","Total","625","69","1","1","23","29"
"2605202018","Atalaia - Escada (PE)","Total","Total","177","41","9","2","1","-"
"2606002001","Santo Antônio - Garanhuns (PE)","Total","Total","1013","642","230","93","8","6"
"2606002002","Heliópolis - Garanhuns (PE)","Total","Total","3447","1193","623","383","107","32"
"2606002003","Aloísio Souto Pinto - Garanhuns (PE)","Total","Total","2540","433","60","23","232","41"
"2606002004","Boa Vista - Garanhuns (PE)","Total","Total","1797","1047","297","83","16","3"
"2606002005","São José - Garanhuns (PE)","Total","Total","2241","831","170","73","66","16"
"2606002006","Magano - Garanhuns (PE)","Total","Total","2762","462","52","25","81","28"
"2606002007","Severiano Moraes Filho - Garanhuns (PE)","Total","Total","4556","959","113","18","83","11"
"2606002009","Jose Maria Dourado - Garanhuns (PE)","Total","Total","370","182","44","25","13","1"
"2606002010","Francisco Simão dos Santos Figueira - Garanhuns (PE)","Total","Total","2369","593","64","19","102","23"
"2606002011","Dom Thiago Posima - Garanhuns (PE)","Total","Total","93","29","4","2","-","-"
"2606002012","Dom Hélder Câmara - Garanhuns (PE)","Total","Total","1054","102","10","3","4","11"
"2606002013","Novo Heliópolis - Garanhuns (PE)","Total","Total","295","273","67","11","5","-"
"2606101001","Centro - Glória do Goitá (PE)","Total","Total","487","166","21","10","76","-"
"2606101002","Nova Glória - Glória do Goitá (PE)","Total","Total","901","157","23","8","207","4"
"2606101003","Santa Rita - Glória do Goitá (PE)","Total","Total","272","48","1","-","20","1"
"2606101004","Madre de Deus - Glória do Goitá (PE)","Total","Total","435","55","6","1","42","-"
"2606101005","Cohab - Glória do Goitá (PE)","Total","Total","245","21","1","-","3","1"
"2606309001","Centro - Granito (PE)","Total","Total","148","27","1","1","8","7"
"2606309002","Deputado Ulisses Guimarães - Granito (PE)","Total","Total","191","26","7","1","4","7"
"2606309003","Jardim Novo Granito - Granito (PE)","Total","Total","125","32","3","11","3","4"
"2606804001","Tabatinga - Igarassu (PE)","Total","Total","874","253","33","8","21","1"
"2606804002","Jabacó - Igarassu (PE)","Total","Total","124","22","3","3","3","1"
"2606804003","Sítio dos Marcos - Igarassu (PE)","Total","Total","557","105","13","4","31","13"
"2606804004","Umbura - Igarassu (PE)","Total","Total","1795","307","45","2","21","10"
"2606804005","Centro - Igarassu (PE)","Total","Total","2995","543","68","16","25","14"
"2606804006","Encanto Igarassu - Igarassu (PE)","Total","Total","583","145","14","3","2","2"
"2606804007","Boa Sorte - Igarassu (PE)","Total","Total","382","94","15","4","12","5"
"2606804008","Alto do Céu - Igarassu (PE)","Total","Total","654","106","8","6","11","33"
"2606804009","Inhamã - Igarassu (PE)","Total","Total","318","77","12","-","7","4"
"2606804010","Saramandaia - Igarassu (PE)","Total","Total","493","305","50","8","5","3"
"2606804011","Posto de Monta - Igarassu (PE)","Total","Total","637","126","11","5","8","6"
"2606804012","Santa Luzia - Igarassu (PE)","Total","Total","331","59","6","1","4","5"
"2606804013","Rubina - Igarassu (PE)","Total","Total","1251","168","25","1","15","6"
"2606804014","Santo Antonio - Igarassu (PE)","Total","Total","532","102","14","2","9","-"
"2606804015","Pancó - Igarassu (PE)","Total","Total","257","80","16","3","1","2"
"2606804016","Ana de Albuquerque - Igarassu (PE)","Total","Total","414","115","8","3","2","17"
"2606804017","Triunfo - Igarassu (PE)","Total","Total","311","70","13","2","1","2"
"2606804018","Bonfim - Igarassu (PE)","Total","Total","1049","156","16","4","19","10"
"2606804019","Cruz de Rebouças - Igarassu (PE)","Total","Total","1303","352","60","17","13","1"
"2606804020","Santa Rita - Igarassu (PE)","Total","Total","1367","166","20","5","38","41"
"2606804021","Vila Rural - Igarassu (PE)","Total","Total","338","73","11","5","5","3"
"2606804022","Campina de Feira - Igarassu (PE)","Total","Total","314","116","27","8","3","-"
"2606804023","Bela Vista - Igarassu (PE)","Total","Total","1324","198","21","3","32","20"
"2606804024","Agamenon - Igarassu (PE)","Total","Total","1905","312","27","8","17","16"
"2606804025","Monjope - Igarassu (PE)","Total","Total","1290","223","19","7","7","14"
"2607752001","Cajueiro - Itapissuma (PE)","Total","Total","740","85","4","1","13","2"
"2607752002","Cidade Criança - Itapissuma (PE)","Total","Total","265","29","9","7","23","2"
"2607752003","Cidade Industrial - Itapissuma (PE)","Total","Total","51","22","2","1","3","17"
"2607752004","Conceição - Itapissuma (PE)","Total","Total","810","97","10","-","21","9"
"2607752005","Espinheiro - Itapissuma (PE)","Total","Total","648","102","15","3","5","5"
"2607752006","Grêmio - Itapissuma (PE)","Total","Total","577","46","1","2","6","4"
"2607752007","Mangabeira - Itapissuma (PE)","Total","Total","362","43","5","-","22","9"
"2607752008","Várzea - Itapissuma (PE)","Total","Total","635","78","8","1","12","9"
"2607752009","Veloz - Itapissuma (PE)","Total","Total","361","97","15","5","1","-"
"2607901001","Barra de Jangada - Jaboatão dos Guararapes (PE)","Total","Total","7306","2846","302","106","182","101"
"2607901002","Cajueiro Seco - Jaboatão dos Guararapes (PE)","Total","Total","12740","2107","250","52","615","132"
"2607901003","Candeias - Jaboatão dos Guararapes (PE)","Total","Total","9154","6740","3765","936","302","93"
"2607901004","Comportas - Jaboatão dos Guararapes (PE)","Total","Total","576","67","7","2","147","16"
"2607901005","Guararapes - Jaboatão dos Guararapes (PE)","Total","Total","9541","1326","179","32","363","70"
"2607901006","Marcos Freire - Jaboatão dos Guararapes (PE)","Total","Total","5745","722","61","21","66","63"
"2607901007","Muribeca - Jaboatão dos Guararapes (PE)","Total","Total","6321","844","57","13","623","177"
"2607901008","Piedade - Jaboatão dos Guararapes (PE)","Total","Total","9410","5070","3390","1451","664","90"
"2607901009","Prazeres - Jaboatão dos Guararapes (PE)","Total","Total","8378","1585","427","114","165","42"
"2607901010","Cavaleiro - Jaboatão dos Guararapes (PE)","Total","Total","10230","1172","132","30","284","73"
"2607901011","Dois Carneiros - Jaboatão dos Guararapes (PE)","Total","Total","4793","734","67","28","195","28"
"2607901012","Socorro - Jaboatão dos Guararapes (PE)","Total","Total","1415","223","40","10","38","29"
"2607901013","Sucupira - Jaboatão dos Guararapes (PE)","Total","Total","6564","982","98","26","270","61"
"2607901014","Zumbi do Pacheco - Jaboatão dos Guararapes (PE)","Total","Total","6518","1480","121","23","59","39"
"2607901015","Bulhões - Jaboatão dos Guararapes (PE)","Total","Total","25","5","2","2","1","1"
"2607901016","Centro - Jaboatão dos Guararapes (PE)","Total","Total","3230","478","44","22","35","11"
"2607901017","Engenho Velho - Jaboatão dos Guararapes (PE)","Total","Total","1787","303","39","12","36","9"
"2607901018","Floriano - Jaboatão dos Guararapes (PE)","Total","Total","2547","474","45","9","30","33"
"2607901019","Manassu - Jaboatão dos Guararapes (PE)","Total","Total","340","57","5","3","55","19"
"2607901020","Muribequinha - Jaboatão dos Guararapes (PE)","Total","Total","506","24","2","-","11","46"
"2607901021","Santana - Jaboatão dos Guararapes (PE)","Total","Total","1626","121","5","2","19","22"
"2607901022","Santo Aleixo - Jaboatão dos Guararapes (PE)","Total","Total","5342","908","113","18","200","26"
"2607901023","Vargem Fria - Jaboatão dos Guararapes (PE)","Total","Total","195","37","3","3","-","1"
"2607901024","Vila Rica - Jaboatão dos Guararapes (PE)","Total","Total","7817","1006","104","25","234","58"
"2607901025","Vista Alegre - Jaboatão dos Guararapes (PE)","Total","Total","2608","557","58","13","6","1"
"2607901026","Curado - Jaboatão dos Guararapes (PE)","Total","Total","12080","2191","225","43","88","32"
"2607901027","Jardim Jordão - Jaboatão dos Guararapes (PE)","Total","Total","6222","803","99","29","438","109"
"2608008001","Boa Vista - Jataúba (PE)","Total","Total","646","46","4","1","46","10"
"2608008002","Branco - Jataúba (PE)","Total","Total","18","-","-","-","2","12"
"2608008003","Petrolino Malaco de Souza (Seu Teté) - Jataúba (PE)","Total","Total","127","4","-","-","4","3"
"2608008004","Augusto Melo - Jataúba (PE)","Total","Total","202","27","2","-","29","1"
"2608008005","Bom Jesus - Jataúba (PE)","Total","Total","373","21","1","-","34","25"
"2608008006","Centro - Jataúba (PE)","Total","Total","440","99","9","3","14","2"
"2608909001","Centro - Limoeiro (PE)","Total","Total","292","95","27","8","6","-"
"2608909002","Redentor - Limoeiro (PE)","Total","Total","1210","75","11","2","104","21"
"2608909003","Santa Luzia - Limoeiro (PE)","Total","Total","779","62","9","2","9","5"
"2608909004","São Sebastião - Limoeiro (PE)","Total","Total","891","173","18","6","342","34"
"2608909005","João Ernesto - Limoeiro (PE)","Total","Total","550","124","25","3","103","2"
"2608909006","Juá - Limoeiro (PE)","Total","Total","657","187","31","12","12","2"
"2608909007","Ponto Certo - Limoeiro (PE)","Total","Total","212","51","7","5","5","1"
"2608909008","Dt Severino Pinheiro - Limoeiro (PE)","Total","Total","410","197","56","28","2","1"
"2608909009","Otácio de Lemos - Limoeiro (PE)","Total","Total","1487","309","58","18","129","9"
"2608909010","José Fernades Salsa - Limoeiro (PE)","Total","Total","842","430","108","41","36","1"
"2608909011","Santa Teresinha - Limoeiro (PE)","Total","Total","632","116","25","24","45","1"
"2608909012","Santo Antônio - Limoeiro (PE)","Total","Total","960","84","14","-","209","7"
"2608909013","Pirauira - Limoeiro (PE)","Total","Total","385","80","12","4","1","2"
"2609600001","Rio Doce - Olinda (PE)","Total","Total","8276","3636","640","146","172","38"
"2609600002","Jardim Atlântico - Olinda (PE)","Total","Total","5929","4063","1639","341","91","34"
"2609600003","Casa Caiada - Olinda (PE)","Total","Total","976","2005","1563","481","21","3"
"2609600004","Fragoso - Olinda (PE)","Total","Total","4266","1632","264","69","80","76"
"2609600005","Bairro Novo - Olinda (PE)","Total","Total","347","1135","953","341","8","1"
"2609600006","Bultrins - Olinda (PE)","Total","Total","789","289","79","34","26","5"
"2609600007","Alto da Nação - Olinda (PE)","Total","Total","1089","128","10","4","12","9"
"2609600008","Monte - Olinda (PE)","Total","Total","1417","312","57","28","49","22"
"2609600009","Guadalupe - Olinda (PE)","Total","Total","1133","158","16","2","150","1"
"2609600010","Bonsucesso - Olinda (PE)","Total","Total","622","124","37","17","6","1"
"2609600011","Amaro Branco - Olinda (PE)","Total","Total","882","216","45","20","53","3"
"2609600012","Carmo - Olinda (PE)","Total","Total","262","183","85","54","9","2"
"2609600013","Amparo - Olinda (PE)","Total","Total","363","149","36","22","2","1"
"2609600014","Varadouro - Olinda (PE)","Total","Total","1284","284","55","33","150","29"
"2609600015","Santa Teresa - Olinda (PE)","Total","Total","834","198","49","18","16","8"
"2609600016","Salgadinho - Olinda (PE)","Total","Total","1697","445","84","26","442","25"
"2609600017","Sítio Novo - Olinda (PE)","Total","Total","1196","227","33","8","48","14"
"2609600018","Peixinhos - Olinda (PE)","Total","Total","8361","1637","203","43","324","210"
"2609600019","Vila Popular - Olinda (PE)","Total","Total","1084","354","49","19","24","2"
"2609600020","Ouro Preto - Olinda (PE)","Total","Total","6041","2519","389","118","41","18"
"2609600021","Jardim Brasil - Olinda (PE)","Total","Total","3489","1439","178","52","79","30"
"2609600022","Aguazinha - Olinda (PE)","Total","Total","2785","370","32","6","111","42"
"2609600023","Sapucaia - Olinda (PE)","Total","Total","3433","481","57","12","55","6"
"2609600024","São Benedito - Olinda (PE)","Total","Total","545","132","25","3","3","1"
"2609600025","Caixa D'Água - Olinda (PE)","Total","Total","3540","407","40","14","53","22"
"2609600026","Águas Compridas - Olinda (PE)","Total","Total","5041","668","57","15","79","69"
"2609600027","Passarinho - Olinda (PE)","Total","Total","1338","99","7","1","6","19"
"2609600028","Alto da Bondade - Olinda (PE)","Total","Total","2237","270","24","9","82","22"
"2609600029","Alto do Sol Nascente - Olinda (PE)","Total","Total","544","79","11","3","3","6"
"2609600030","Alto da Conquista - Olinda (PE)","Total","Total","1945","153","18","3","17","17"
"2609600032","Tabajara - Olinda (PE)","Total","Total","3027","745","94","15","56","18"
"2610707001","Centro - Paulista (PE)","Total","Total","771","174","21","3","9","2"
"2610707002","Nobre - Paulista (PE)","Total","Total","1201","201","17","8","19","5"
"2610707003","Janga - Paulista (PE)","Total","Total","6399","5176","1590","500","188","36"
"2610707004","Pau Amarelo - Paulista (PE)","Total","Total","3461","1531","489","154","27","8"
"2610707005","Nossa Senhora do Ó - Paulista (PE)","Total","Total","3368","1251","350","126","122","48"
"2610707006","Nossa Senhora da Conceição - Paulista (PE)","Total","Total","340","281","113","89","1","2"
"2610707007","Maria Farinha - Paulista (PE)","Total","Total","302","135","50","41","4","-"
"2610707008","Engenho Maranguape - Paulista (PE)","Total","Total","2598","385","30","8","64","23"
"2610707009","Maranguape I - Paulista (PE)","Total","Total","5874","1702","314","79","24","4"
"2610707010","Maranguape II - Paulista (PE)","Total","Total","3770","1260","141","35","39","108"
"2610707011","Jaguarana - Paulista (PE)","Total","Total","822","104","13","4","9","3"
"2610707012","Fragoso - Paulista (PE)","Total","Total","3999","982","120","24","110","14"
"2610707013","Jaguaribe - Paulista (PE)","Total","Total","1614","479","44","11","13","30"
"2610707014","Torres Galvão - Paulista (PE)","Total","Total","2581","567","77","23","10","8"
"2610707015","Arthur Lundgren I - Paulista (PE)","Total","Total","3672","1443","212","35","18","4"
"2610707016","Arthur Lundgren II - Paulista (PE)","Total","Total","4460","529","50","11","11","13"
"2610707017","Jardim Velho - Paulista (PE)","Total","Total","371","47","6","-","28","21"
"2610707018","Mirueira - Paulista (PE)","Total","Total","3985","503","55","13","61","23"
"2610707019","Paratibe - Paulista (PE)","Total","Total","3809","618","72","6","66","6"
"2610707020","Jardim Maranguape - Paulista (PE)","Total","Total","3572","356","39","15","86","8"
"2610707021","Jardim Paulista - Paulista (PE)","Total","Total","4726","2358","371","52","28","10"
"2610707022","Parque do Janga - Paulista (PE)","Total","Total","588","80","6","3","15","17"
"2610707023","Tabajara - Paulista (PE)","Total","Total","1150","229","22","5","8","11"
"2610905001","Serrinha - Pesqueira (PE)","Total","Total","155","22","-","1","12","-"
"2610905002","Xucurus - Pesqueira (PE)","Total","Total","457","54","4","2","20","6"
"2610905003","Caixa D'Água - Pesqueira (PE)","Total","Total","460","70","15","5","36","7"
"2610905004","Baixa Grande - Pesqueira (PE)","Total","Total","167","12","1","-","6","10"
