"Tabela 2031 - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência (Pessoas)"
"Cód.","Município","Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Cód.","Município","2010"
"Cód.","Município","Total","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria"
"1700400","Almas (TO)","2735","512","327","1027","19","350","32","468"
"1700707","Alvorada (TO)","4023","1399","452","1130","79","123","51","790"
"1701002","Ananás (TO)","3706","863","566","1196","91","241","28","721"
"1701051","Angico (TO)","1186","169","295","300","19","225","21","157"
"1701101","Aparecida do Rio Negro (TO)","1568","258","204","504","30","237","3","333"
"1701309","Aragominas (TO)","2649","217","261","681","152","245","-","1092"
"1701903","Araguacema (TO)","2552","288","339","1006","201","337","32","350"
"1702000","Araguaçu (TO)","3578","746","547","1315","55","290","88","538"
"1702109","Araguaína (TO)","68938","27157","6478","16643","1199","1121","1608","14732"
"1702158","Araguanã (TO)","2057","478","194","597","204","72","11","502"
"1702208","Araguatins (TO)","10898","1681","1315","3187","360","1608","169","2577"
"1702307","Arapoema (TO)","2803","591","327","993","44","178","36","634"
"1702406","Arraias (TO)","3829","562","901","1192","101","417","46","609"
"1702554","Augustinópolis (TO)","6295","1044","631","2117","186","586","24","1708"
"1702703","Aurora do Tocantins (TO)","1394","100","243","581","14","265","7","184"
"1702901","Axixá do Tocantins (TO)","3354","546","375","1024","74","301","20","1014"
"1703008","Babaçulândia (TO)","3930","768","319","1131","-","565","18","1130"
"1703057","Bandeirantes do Tocantins (TO)","845","224","89","350","-","51","2","129"
"1703073","Barra do Ouro (TO)","1266","207","220","364","22","230","-","223"
"1703107","Barrolândia (TO)","1917","499","216","614","32","93","7","455"
"1703206","Bernardo Sayão (TO)","1776","277","227","465","86","76","-","646"
"1703305","Bom Jesus do Tocantins (TO)","1637","329","204","467","25","269","5","337"
"1703602","Brasilândia do Tocantins (TO)","785","139","185","268","20","19","17","139"
"1703701","Brejinho de Nazaré (TO)","1947","416","339","544","46","141","29","433"
"1703800","Buriti do Tocantins (TO)","2893","381","474","1063","13","304","86","572"
"1703826","Cachoeirinha (TO)","786","47","212","169","11","279","6","61"
"1703842","Campos Lindos (TO)","2373","435","191","737","136","483","20","372"
"1703867","Cariri do Tocantins (TO)","1544","360","84","531","17","127","14","410"
"1703883","Carmolândia (TO)","853","227","230","184","-","24","1","186"
"1703891","Carrasco Bonito (TO)","1214","67","234","356","22","332","-","203"
"1703909","Caseara (TO)","1842","243","291","395","10","181","70","654"
"1704105","Centenário (TO)","669","43","183","184","18","119","4","117"
"1704600","Chapada de Areia (TO)","588","60","135","114","15","158","2","104"
"1705102","Chapada da Natividade (TO)","930","192","78","346","-","117","10","188"
"1705508","Colinas do Tocantins (TO)","13467","3886","1057","4929","128","296","209","2962"
"1705557","Combinado (TO)","1944","223","298","674","53","96","32","568"
"1705607","Conceição do Tocantins (TO)","1529","162","162","622","5","228","17","333"
"1706001","Couto Magalhães (TO)","1808","188","183","613","100","419","9","296"
"1706100","Cristalândia (TO)","2741","509","408","955","20","194","24","631"
"1706258","Crixás do Tocantins (TO)","595","124","29","338","2","70","-","33"
"1706506","Darcinópolis (TO)","1954","338","121","727","51","157","-","560"
"1707009","Dianópolis (TO)","7968","2250","1318","2133","173","638","105","1351"
"1707108","Divinópolis do Tocantins (TO)","2560","292","352","950","10","371","30","555"
"1707207","Dois Irmãos do Tocantins (TO)","2400","208","212","694","91","736","12","448"
"1707306","Dueré (TO)","1840","465","201","731","24","78","13","329"
"1707405","Esperantina (TO)","2195","213","166","536","-","478","7","794"
"1707553","Fátima (TO)","1381","380","244","454","-","17","2","284"
"1707652","Figueirópolis (TO)","2496","517","365","607","35","360","44","568"
"1707702","Filadélfia (TO)","2729","548","426","699","40","519","13","485"
"1708205","Formoso do Araguaia (TO)","7358","1984","763","2382","298","394","40","1498"
"1708254","Tabocão (TO)","926","266","207","262","9","51","2","128"
"1708304","Goianorte (TO)","2005","100","275","613","59","322","6","630"
"1709005","Goiatins (TO)","3826","272","603","830","199","1106","5","810"
"1709302","Guaraí (TO)","11224","3254","1289","2961","139","474","344","2763"
"1709500","Gurupi (TO)","38174","14369","4454","9066","482","603","891","8308"
"1709807","Ipueiras (TO)","588","111","180","149","27","56","2","62"
"1710508","Itacajá (TO)","2159","192","199","1022","34","214","9","489"
"1710706","Itaguatins (TO)","1663","120","254","505","99","160","10","515"
"1710904","Itapiratins (TO)","1858","117","141","609","134","440","26","392"
"1711100","Itaporã do Tocantins (TO)","1111","202","132","400","77","115","2","182"
"1711506","Jaú do Tocantins (TO)","1528","237","189","413","15","431","22","220"
"1711803","Juarina (TO)","852","35","14","335","-","273","4","192"
"1711902","Lagoa da Confusão (TO)","4203","864","333","1902","45","206","44","809"
"1711951","Lagoa do Tocantins (TO)","1189","54","184","280","167","266","7","232"
"1712009","Lajeado (TO)","1166","294","275","230","20","122","-","224"
"1712157","Lavandeira (TO)","752","37","74","319","51","164","-","107"
"1712405","Lizarda (TO)","975","35","102","222","23","421","30","143"
"1712454","Luzinópolis (TO)","959","147","84","346","22","165","10","185"
"1712504","Marianópolis do Tocantins (TO)","2022","288","299","699","49","208","38","442"
"1712702","Mateiros (TO)","982","90","174","291","5","86","10","326"
"1712801","Maurilândia do Tocantins (TO)","863","59","114","181","11","196","3","300"
"1713205","Miracema do Tocantins (TO)","8289","2502","1345","2508","111","228","90","1505"
"1713304","Miranorte (TO)","5495","1124","525","2225","122","328","14","1157"
"1713601","Monte do Carmo (TO)","2231","359","269","673","123","364","46","397"
"1713700","Monte Santo do Tocantins (TO)","741","114","99","185","15","154","10","163"
"1713809","Palmeiras do Tocantins (TO)","2079","520","257","500","3","349","26","425"
"1713957","Muricilândia (TO)","828","160","226","183","24","104","-","131"
"1714203","Natividade (TO)","3164","617","526","1100","30","274","98","519"
"1714302","Nazaré (TO)","1417","185","207","407","29","239","-","352"
"1714880","Nova Olinda (TO)","4080","1198","367","1146","154","357","24","835"
"1715002","Nova Rosalândia (TO)","1212","133","202","292","11","290","-","284"
"1715101","Novo Acordo (TO)","1417","153","256","411","28","236","2","330"
"1715150","Novo Alegre (TO)","922","137","120","359","-","46","8","252"
"1715259","Novo Jardim (TO)","978","159","121","227","39","276","-","155"
"1715507","Oliveira de Fátima (TO)","339","73","59","132","2","7","1","65"
"1715705","Palmeirante (TO)","1882","168","70","766","30","650","-","198"
"1715754","Palmeirópolis (TO)","3258","640","237","1292","79","131","42","837"
"1716109","Paraíso do Tocantins (TO)","22327","7570","2363","6060","410","290","536","5098"
"1716208","Paranã (TO)","3006","362","566","1058","57","511","7","445"
"1716307","Pau D'Arco (TO)","1960","322","167","703","46","256","31","435"
"1716505","Pedro Afonso (TO)","5225","1726","936","1237","50","175","99","1002"
"1716604","Peixe (TO)","4357","984","620","1399","42","621","59","632"
"1716653","Pequizeiro (TO)","2036","170","258","659","112","244","9","584"
"1716703","Colméia (TO)","3707","730","296","1418","11","112","21","1120"
"1717008","Pindorama do Tocantins (TO)","1596","151","159","543","11","458","4","271"
"1717206","Piraquê (TO)","1112","313","12","390","-","242","-","155"
"1717503","Pium (TO)","2964","505","488","849","22","272","17","811"
"1717800","Ponte Alta do Bom Jesus (TO)","1095","123","75","439","3","229","10","217"
"1717909","Ponte Alta do Tocantins (TO)","2464","264","223","919","32","324","4","698"
"1718006","Porto Alegre do Tocantins (TO)","1026","208","134","274","48","171","-","192"
"1718204","Porto Nacional (TO)","22764","6691","2752","7292","830","625","472","4102"
"1718303","Praia Norte (TO)","2231","343","121","526","67","620","84","470"
"1718402","Presidente Kennedy (TO)","1366","356","142","451","19","56","96","247"
"1718451","Pugmil (TO)","942","307","200","244","5","31","4","150"
"1718501","Recursolândia (TO)","816","82","116","218","5","305","-","90"
"1718550","Riachinho (TO)","769","151","10","281","3","271","-","53"
"1718659","Rio da Conceição (TO)","509","72","75","181","3","115","-","62"
"1718709","Rio dos Bois (TO)","1029","145","183","270","32","164","-","235"
"1718758","Rio Sono (TO)","2086","172","259","660","156","319","73","447"
"1718808","Sampaio (TO)","1273","186","153","274","4","283","18","355"
"1718840","Sandolândia (TO)","1493","250","214","489","22","216","-","302"
"1718865","Santa Fé do Araguaia (TO)","2292","652","333","635","106","90","14","461"
"1718881","Santa Maria do Tocantins (TO)","1149","64","168","522","40","195","6","154"
"1718899","Santa Rita do Tocantins (TO)","768","135","168","204","8","66","2","185"
"1718907","Santa Rosa do Tocantins (TO)","1652","192","202","563","20","431","3","241"
"1719004","Santa Tereza do Tocantins (TO)","1073","216","207","322","34","81","-","214"
"1720002","Santa Terezinha do Tocantins (TO)","869","173","118","255","10","184","6","122"
"1720101","São Bento do Tocantins (TO)","1653","335","187","534","20","144","13","421"
"1720150","São Félix do Tocantins (TO)","305","26","88","111","4","62","-","13"
"1720200","São Miguel do Tocantins (TO)","3575","594","352","1241","22","412","6","948"
"1720259","São Salvador do Tocantins (TO)","785","182","214","172","9","65","-","142"
"1720309","São Sebastião do Tocantins (TO)","872","83","200","170","4","213","-","202"
"1720499","São Valério (TO)","1532","263","79","574","65","233","8","309"
"1720655","Silvanópolis (TO)","2002","257","301","840","39","251","39","275"
"1720804","Sítio Novo do Tocantins (TO)","2893","400","125","734","42","875","6","712"
"1720853","Sucupira (TO)","730","134","169","227","53","6","2","139"
"1720903","Taguatinga (TO)","5373","853","668","1822","50","836","74","1069"
"1720937","Taipas do Tocantins (TO)","605","94","137","127","5","163","3","76"
"1720978","Talismã (TO)","1396","320","211","364","21","286","20","174"
"1721000","Palmas (TO)","119075","46604","21449","26537","1237","1292","2450","19506"
"1721109","Tocantínia (TO)","1789","225","390","507","73","253","20","320"
"1721208","Tocantinópolis (TO)","8461","2057","1049","2866","276","700","80","1433"
"1721257","Tupirama (TO)","586","110","188","135","10","42","9","93"
"1721307","Tupiratins (TO)","975","60","155","322","55","139","-","244"
"1722081","Wanderlândia (TO)","4086","888","354","1199","27","301","9","1307"
"1722107","Xambioá (TO)","4281","1119","500","1186","102","366","26","982"
"2100055","Açailândia (MA)","38875","14196","2039","10740","1016","1375","903","8606"
"2100105","Afonso Cunha (MA)","1012","154","108","513","6","33","-","198"
"2100154","Água Doce do Maranhão (MA)","2720","309","164","984","153","715","17","378"
"2100204","Alcântara (MA)","7139","629","768","1761","227","2059","12","1683"
"2100303","Aldeias Altas (MA)","7232","1647","237","1812","171","2000","36","1330"
"2100402","Altamira do Maranhão (MA)","2493","287","410","530","52","461","16","736"
"2100436","Alto Alegre do Maranhão (MA)","6723","548","267","2356","219","695","-","2638"
"2100477","Alto Alegre do Pindaré (MA)","7457","332","551","1805","464","1831","11","2464"
"2100501","Alto Parnaíba (MA)","3510","492","334","1424","120","397","65","678"
"2100550","Amapá do Maranhão (MA)","2176","109","128","728","44","584","3","579"
"2100600","Amarante do Maranhão (MA)","13534","574","694","5316","681","2499","59","3712"
"2100709","Anajatuba (MA)","9238","533","541","1593","518","3661","14","2378"
"2100808","Anapurus (MA)","5319","510","464","1646","365","1271","18","1046"
"2100832","Apicum-Açu (MA)","5704","152","401","1126","82","486","151","3308"
"2100873","Araguanã (MA)","3615","85","471","824","51","805","11","1369"
"2100907","Araioses (MA)","11536","744","674","2471","532","3212","99","3803"
"2100956","Arame (MA)","8638","381","714","2471","95","2985","16","1975"
"2101004","Arari (MA)","9792","1962","350","2994","230","1975","56","2224"
"2101103","Axixá (MA)","4004","194","384","739","42","812","7","1826"
"2101202","Bacabal (MA)","38173","7404","1777","13031","957","2494","436","12074"
"2101251","Bacabeira (MA)","5223","1245","328","1332","93","1125","12","1088"
"2101301","Bacuri (MA)","6382","279","390","2086","279","883","28","2437"
"2101350","Bacurituba (MA)","1193","101","84","306","3","528","-","171"
"2101400","Balsas (MA)","33887","12479","1718","10528","275","1413","808","6666"
"2101509","Barão de Grajaú (MA)","5981","1639","234","1569","77","941","30","1491"
"2101608","Barra do Corda (MA)","27582","3143","1620","8889","1225","3854","317","8534"
"2101707","Barreirinhas (MA)","18495","1955","697","5129","1405","4583","158","4567"
"2101731","Belágua (MA)","1679","38","121","275","15","817","9","404"
"2101772","Bela Vista do Maranhão (MA)","4125","362","212","956","110","861","-","1624"
"2101806","Benedito Leite (MA)","1705","225","83","262","22","949","20","144"
"2101905","Bequimão (MA)","6469","579","117","2463","326","1493","-","1490"
"2101939","Bernardo do Mearim (MA)","2306","48","187","1029","25","186","3","829"
"2101970","Boa Vista do Gurupi (MA)","2154","194","250","624","40","305","3","738"
"2102002","Bom Jardim (MA)","12705","1000","477","4351","403","2419","36","4019"
"2102036","Bom Jesus das Selvas (MA)","7473","1458","385","2076","348","1531","30","1645"
"2102077","Bom Lugar (MA)","4061","353","103","1015","155","1032","-","1403"
"2102101","Brejo (MA)","7530","870","484","2307","171","1369","51","2278"
"2102150","Brejo de Areia (MA)","2086","145","10","780","304","321","-","526"
"2102200","Buriti (MA)","8302","517","455","1851","685","3590","20","1184"
"2102309","Buriti Bravo (MA)","7228","704","349","2957","293","890","32","2003"
"2102325","Buriticupu (MA)","19549","1858","1135","6761","856","1952","100","6887"
"2102358","Buritirana (MA)","5333","358","493","1688","262","1129","50","1354"
"2102374","Cachoeira Grande (MA)","2244","42","91","345","21","804","8","933"
"2102408","Cajapió (MA)","3587","177","95","554","49","1923","24","765"
"2102507","Cajari (MA)","4866","142","175","943","30","1919","31","1626"
"2102556","Campestre do Maranhão (MA)","4878","2177","272","1107","106","307","32","878"
"2102606","Cândido Mendes (MA)","6982","235","462","1583","353","1489","40","2820"
"2102705","Cantanhede (MA)","5027","421","470","1451","72","1223","5","1385"
"2102754","Capinzal do Norte (MA)","3093","266","269","852","75","896","-","735"
"2102804","Carolina (MA)","9234","2248","368","3413","133","999","87","1987"
"2102903","Carutapera (MA)","8239","446","447","2632","358","903","95","3359"
"2103000","Caxias (MA)","56918","10929","4084","17492","1645","4927","589","17251"
"2103109","Cedral (MA)","3968","107","280","959","121","635","46","1819"
"2103125","Central do Maranhão (MA)","3067","105","68","796","157","887","12","1042"
"2103158","Centro do Guilherme (MA)","3710","45","91","1434","22","796","21","1301"
"2103174","Centro Novo do Maranhão (MA)","4899","872","259","1831","52","726","-","1159"
"2103208","Chapadinha (MA)","22651","3876","1248","6963","1167","3824","198","5375"
"2103257","Cidelândia (MA)","5132","1094","402","1393","160","804","55","1224"
"2103307","Codó (MA)","40845","7466","1436","11726","1050","5778","389","13000"
"2103406","Coelho Neto (MA)","14148","3432","800","4323","347","2153","47","3047"
"2103505","Colinas (MA)","14420","1962","678","5538","576","1476","144","4047"
"2103554","Conceição do Lago-Açu (MA)","5524","145","230","1028","218","629","30","3244"
"2103604","Coroatá (MA)","19498","1575","675","6840","1047","3772","28","5560"
"2103703","Cururupu (MA)","12213","1334","334","2889","323","982","256","6096"
"2103752","Davinópolis (MA)","4181","1120","250","1518","61","307","33","890"
"2103802","Dom Pedro (MA)","7999","796","394","3981","224","352","50","2202"
"2103901","Duque Bacelar (MA)","2616","235","140","923","51","859","7","400"
"2104008","Esperantinópolis (MA)","6460","209","360","2352","405","1101","40","1994"
"2104057","Estreito (MA)","14352","6219","799","3678","237","722","190","2507"
"2104073","Feira Nova do Maranhão (MA)","2758","66","194","611","217","1115","16","538"
"2104081","Fernando Falcão (MA)","2886","81","186","251","103","1707","-","558"
"2104099","Formosa da Serra Negra (MA)","5040","323","364","1326","262","1659","25","1081"
"2104107","Fortaleza dos Nogueiras (MA)","3796","705","353","1199","39","448","-","1051"
"2104206","Fortuna (MA)","4885","626","466","1376","127","602","5","1684"
"2104305","Godofredo Viana (MA)","4265","617","254","928","61","594","25","1786"
"2104404","Gonçalves Dias (MA)","5276","569","326","1593","192","663","24","1909"
"2104503","Governador Archer (MA)","3481","423","130","1094","58","478","-","1297"
"2104552","Governador Edison Lobão (MA)","6025","1674","224","1992","451","284","31","1369"
"2104602","Governador Eugênio Barros (MA)","5675","524","500","1384","268","1433","60","1506"
"2104628","Governador Luiz Rocha (MA)","2436","146","267","680","85","672","6","581"
"2104651","Governador Newton Bello (MA)","3698","140","155","1575","124","186","-","1518"
"2104677","Governador Nunes Freire (MA)","9007","256","534","3654","406","1518","42","2597"
"2104701","Graça Aranha (MA)","1812","181","75","582","77","192","47","658"
"2104800","Grajaú (MA)","22436","4012","1074","7844","889","2571","253","5792"
"2104909","Guimarães (MA)","4448","105","313","1053","136","949","8","1883"
"2105005","Humberto de Campos (MA)","6280","239","422","1443","161","1713","38","2266"
"2105104","Icatu (MA)","6271","272","335","1540","114","1740","34","2236"
"2105153","Igarapé do Meio (MA)","4423","362","444","1037","271","935","8","1366"
"2105203","Igarapé Grande (MA)","5095","248","224","1713","203","814","59","1833"
"2105302","Imperatriz (MA)","109622","42203","4163","28225","1868","1710","2282","29171"
"2105351","Itaipava do Grajaú (MA)","4343","183","224","1187","283","1434","100","932"
"2105401","Itapecuru Mirim (MA)","19776","3255","665","5624","517","4024","55","5635"
"2105427","Itinga do Maranhão (MA)","9342","1856","551","3251","361","907","115","2302"
"2105450","Jatobá (MA)","2765","272","234","599","416","267","11","966"
"2105476","Jenipapo dos Vieiras (MA)","4913","182","262","898","244","2444","5","878"
"2105500","João Lisboa (MA)","6819","1594","428","2579","121","380","21","1697"
"2105609","Joselândia (MA)","4912","494","169","1216","302","978","17","1737"
"2105658","Junco do Maranhão (MA)","1554","66","260","333","115","331","8","441"
