"Tabela 616 - Pessoas de 10 anos ou mais de idade por grupos de idade, condição de atividade na semana de referência, sexo e situação do domicílio"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Município","Situação do domicílio","Grupo de idade","Ano x Condição de atividade x Sexo"
"Cód.","Município","Situação do domicílio","Grupo de idade","2010"
"Cód.","Município","Situação do domicílio","Grupo de idade","Economicamente ativa"
"Cód.","Município","Situação do domicílio","Grupo de idade","Total"
"2702504","Dois Riachos (AL)","Total","Total","4440"
"2702553","Estrela de Alagoas (AL)","Total","Total","8288"
"2702603","Feira Grande (AL)","Total","Total","9227"
"2702702","Feliz Deserto (AL)","Total","Total","1710"
"2702801","Flexeiras (AL)","Total","Total","4058"
"2702900","Girau do Ponciano (AL)","Total","Total","15502"
"2703007","Ibateguara (AL)","Total","Total","3395"
"2703106","Igaci (AL)","Total","Total","10464"
"2703205","Igreja Nova (AL)","Total","Total","7506"
"2703304","Inhapi (AL)","Total","Total","6145"
"2703403","Jacaré dos Homens (AL)","Total","Total","2059"
"2703502","Jacuípe (AL)","Total","Total","2410"
"2703601","Japaratinga (AL)","Total","Total","2749"
"2703700","Jaramataia (AL)","Total","Total","2230"
"2703759","Jequiá da Praia (AL)","Total","Total","3672"
"2703809","Joaquim Gomes (AL)","Total","Total","6847"
"2703908","Jundiá (AL)","Total","Total","1350"
"2704005","Junqueiro (AL)","Total","Total","9711"
"2704104","Lagoa da Canoa (AL)","Total","Total","7256"
"2704203","Limoeiro de Anadia (AL)","Total","Total","10019"
"2704302","Maceió (AL)","Total","Total","443979"
"2704401","Major Isidoro (AL)","Total","Total","7579"
"2704500","Maragogi (AL)","Total","Total","10470"
"2704609","Maravilha (AL)","Total","Total","4568"
"2704708","Marechal Deodoro (AL)","Total","Total","18204"
"2704807","Maribondo (AL)","Total","Total","4803"
"2704906","Mar Vermelho (AL)","Total","Total","1457"
"2705002","Mata Grande (AL)","Total","Total","10114"
"2705101","Matriz de Camaragibe (AL)","Total","Total","7283"
"2705200","Messias (AL)","Total","Total","4798"
"2705309","Minador do Negrão (AL)","Total","Total","2174"
"2705408","Monteirópolis (AL)","Total","Total","2660"
"2705507","Murici (AL)","Total","Total","7785"
"2705606","Novo Lino (AL)","Total","Total","3738"
"2705705","Olho d'Água das Flores (AL)","Total","Total","8825"
"2705804","Olho d'Água do Casado (AL)","Total","Total","3554"
"2705903","Olho d'Água Grande (AL)","Total","Total","1989"
"2706000","Olivença (AL)","Total","Total","4398"
"2706109","Ouro Branco (AL)","Total","Total","4317"
"2706208","Palestina (AL)","Total","Total","1572"
"2706307","Palmeira dos Índios (AL)","Total","Total","27820"
"2706406","Pão de Açúcar (AL)","Total","Total","8459"
"2706422","Pariconha (AL)","Total","Total","3932"
"2706448","Paripueira (AL)","Total","Total","4720"
"2706505","Passo de Camaragibe (AL)","Total","Total","4227"
"2706604","Paulo Jacinto (AL)","Total","Total","2659"
"2706703","Penedo (AL)","Total","Total","23803"
"2706802","Piaçabuçu (AL)","Total","Total","5648"
"2706901","Pilar (AL)","Total","Total","11429"
"2707008","Pindoba (AL)","Total","Total","1079"
"2707107","Piranhas (AL)","Total","Total","9081"
"2707206","Poço das Trincheiras (AL)","Total","Total","4783"
"2707305","Porto Calvo (AL)","Total","Total","8931"
"2707404","Porto de Pedras (AL)","Total","Total","3155"
"2707503","Porto Real do Colégio (AL)","Total","Total","6636"
"2707602","Quebrangulo (AL)","Total","Total","3769"
"2707701","Rio Largo (AL)","Total","Total","26279"
"2707800","Roteiro (AL)","Total","Total","1872"
"2707909","Santa Luzia do Norte (AL)","Total","Total","2206"
"2708006","Santana do Ipanema (AL)","Total","Total","18275"
"2708105","Santana do Mundaú (AL)","Total","Total","3747"
"2708204","São Brás (AL)","Total","Total","2122"
"2708303","São José da Laje (AL)","Total","Total","7469"
"2708402","São José da Tapera (AL)","Total","Total","12570"
"2708501","São Luís do Quitunde (AL)","Total","Total","10886"
"2708600","São Miguel dos Campos (AL)","Total","Total","20918"
"2708709","São Miguel dos Milagres (AL)","Total","Total","2678"
"2708808","São Sebastião (AL)","Total","Total","12597"
"2708907","Satuba (AL)","Total","Total","4995"
"2708956","Senador Rui Palmeira (AL)","Total","Total","5428"
"2709004","Tanque d'Arca (AL)","Total","Total","2365"
"2709103","Taquarana (AL)","Total","Total","8094"
"2709152","Teotônio Vilela (AL)","Total","Total","13198"
"2709202","Traipu (AL)","Total","Total","8607"
"2709301","União dos Palmares (AL)","Total","Total","21709"
"2709400","Viçosa (AL)","Total","Total","7641"
"2800100","Amparo do São Francisco (SE)","Total","Total","985"
"2800209","Aquidabã (SE)","Total","Total","7854"
"2800308","Aracaju (SE)","Total","Total","283333"
"2800407","Arauá (SE)","Total","Total","4258"
"2800506","Areia Branca (SE)","Total","Total","7332"
"2800605","Barra dos Coqueiros (SE)","Total","Total","10007"
"2800670","Boquim (SE)","Total","Total","11290"
"2800704","Brejo Grande (SE)","Total","Total","3047"
"2801009","Campo do Brito (SE)","Total","Total","7755"
"2801108","Canhoba (SE)","Total","Total","1814"
"2801207","Canindé de São Francisco (SE)","Total","Total","10077"
"2801306","Capela (SE)","Total","Total","11244"
"2801405","Carira (SE)","Total","Total","8307"
"2801504","Carmópolis (SE)","Total","Total","5610"
"2801603","Cedro de São João (SE)","Total","Total","2179"
"2801702","Cristinápolis (SE)","Total","Total","6565"
"2801900","Cumbe (SE)","Total","Total","1656"
"2802007","Divina Pastora (SE)","Total","Total","1701"
"2802106","Estância (SE)","Total","Total","28537"
"2802205","Feira Nova (SE)","Total","Total","1899"
"2802304","Frei Paulo (SE)","Total","Total","6473"
"2802403","Gararu (SE)","Total","Total","3877"
"2802502","General Maynard (SE)","Total","Total","1172"
"2802601","Gracho Cardoso (SE)","Total","Total","2178"
"2802700","Ilha das Flores (SE)","Total","Total","2341"
"2802809","Indiaroba (SE)","Total","Total","6335"
"2802908","Itabaiana (SE)","Total","Total","42286"
"2803005","Itabaianinha (SE)","Total","Total","16703"
"2803104","Itabi (SE)","Total","Total","1944"
"2803203","Itaporanga d'Ajuda (SE)","Total","Total","11779"
"2803302","Japaratuba (SE)","Total","Total","7313"
"2803401","Japoatã (SE)","Total","Total","5041"
"2803500","Lagarto (SE)","Total","Total","44720"
"2803609","Laranjeiras (SE)","Total","Total","9104"
"2803708","Macambira (SE)","Total","Total","2878"
"2803807","Malhada dos Bois (SE)","Total","Total","1270"
"2803906","Malhador (SE)","Total","Total","5684"
"2804003","Maruim (SE)","Total","Total","6478"
"2804102","Moita Bonita (SE)","Total","Total","5816"
"2804201","Monte Alegre de Sergipe (SE)","Total","Total","5328"
"2804300","Muribeca (SE)","Total","Total","2828"
"2804409","Neópolis (SE)","Total","Total","6617"
"2804458","Nossa Senhora Aparecida (SE)","Total","Total","4017"
"2804508","Nossa Senhora da Glória (SE)","Total","Total","15371"
"2804607","Nossa Senhora das Dores (SE)","Total","Total","9922"
"2804706","Nossa Senhora de Lourdes (SE)","Total","Total","2459"
"2804805","Nossa Senhora do Socorro (SE)","Total","Total","72269"
"2804904","Pacatuba (SE)","Total","Total","4833"
"2805000","Pedra Mole (SE)","Total","Total","1375"
"2805109","Pedrinhas (SE)","Total","Total","3937"
"2805208","Pinhão (SE)","Total","Total","2669"
"2805307","Pirambu (SE)","Total","Total","3686"
"2805406","Poço Redondo (SE)","Total","Total","11014"
"2805505","Poço Verde (SE)","Total","Total","9449"
"2805604","Porto da Folha (SE)","Total","Total","11033"
"2805703","Propriá (SE)","Total","Total","11961"
"2805802","Riachão do Dantas (SE)","Total","Total","6994"
"2805901","Riachuelo (SE)","Total","Total","3730"
"2806008","Ribeirópolis (SE)","Total","Total","8808"
"2806107","Rosário do Catete (SE)","Total","Total","3674"
"2806206","Salgado (SE)","Total","Total","8569"
"2806305","Santa Luzia do Itanhy (SE)","Total","Total","4932"
"2806404","Santana do São Francisco (SE)","Total","Total","3046"
"2806503","Santa Rosa de Lima (SE)","Total","Total","1167"
"2806602","Santo Amaro das Brotas (SE)","Total","Total","4658"
"2806701","São Cristóvão (SE)","Total","Total","36373"
"2806800","São Domingos (SE)","Total","Total","5239"
"2806909","São Francisco (SE)","Total","Total","1378"
"2807006","São Miguel do Aleixo (SE)","Total","Total","1773"
"2807105","Simão Dias (SE)","Total","Total","17361"
"2807204","Siriri (SE)","Total","Total","2759"
"2807303","Telha (SE)","Total","Total","951"
"2807402","Tobias Barreto (SE)","Total","Total","23131"
"2807501","Tomar do Geru (SE)","Total","Total","5524"
"2807600","Umbaúba (SE)","Total","Total","10108"
"2900108","Abaíra (BA)","Total","Total","3658"
"2900207","Abaré (BA)","Total","Total","6793"
"2900306","Acajutiba (BA)","Total","Total","5856"
"2900355","Adustina (BA)","Total","Total","5898"
"2900405","Água Fria (BA)","Total","Total","7019"
"2900504","Érico Cardoso (BA)","Total","Total","5451"
"2900603","Aiquara (BA)","Total","Total","2039"
"2900702","Alagoinhas (BA)","Total","Total","67016"
"2900801","Alcobaça (BA)","Total","Total","9595"
"2900900","Almadina (BA)","Total","Total","2075"
"2901007","Amargosa (BA)","Total","Total","16694"
"2901106","Amélia Rodrigues (BA)","Total","Total","11569"
"2901155","América Dourada (BA)","Total","Total","6034"
"2901205","Anagé (BA)","Total","Total","9089"
"2901304","Andaraí (BA)","Total","Total","5440"
"2901353","Andorinha (BA)","Total","Total","6456"
"2901403","Angical (BA)","Total","Total","5803"
"2901502","Anguera (BA)","Total","Total","3954"
"2901601","Antas (BA)","Total","Total","6344"
"2901700","Antônio Cardoso (BA)","Total","Total","6188"
"2901809","Antônio Gonçalves (BA)","Total","Total","4741"
"2901908","Aporá (BA)","Total","Total","7730"
"2901957","Apuarema (BA)","Total","Total","3203"
"2902005","Aracatu (BA)","Total","Total","7032"
"2902054","Araçás (BA)","Total","Total","4496"
"2902104","Araci (BA)","Total","Total","22007"
"2902203","Aramari (BA)","Total","Total","3681"
"2902252","Arataca (BA)","Total","Total","4094"
"2902302","Aratuípe (BA)","Total","Total","4208"
"2902401","Aurelino Leal (BA)","Total","Total","5278"
"2902500","Baianópolis (BA)","Total","Total","5083"
"2902609","Baixa Grande (BA)","Total","Total","8684"
"2902658","Banzaê (BA)","Total","Total","4811"
"2902708","Barra (BA)","Total","Total","18747"
"2902807","Barra da Estiva (BA)","Total","Total","10648"
"2902906","Barra do Choça (BA)","Total","Total","15374"
"2903003","Barra do Mendes (BA)","Total","Total","5662"
"2903102","Barra do Rocha (BA)","Total","Total","2464"
"2903201","Barreiras (BA)","Total","Total","67508"
"2903235","Barro Alto (BA)","Total","Total","6839"
"2903276","Barrocas (BA)","Total","Total","7625"
"2903300","Barro Preto (BA)","Total","Total","2436"
"2903409","Belmonte (BA)","Total","Total","9259"
"2903508","Belo Campo (BA)","Total","Total","7190"
"2903607","Biritinga (BA)","Total","Total","6358"
"2903706","Boa Nova (BA)","Total","Total","5928"
"2903805","Boa Vista do Tupim (BA)","Total","Total","6880"
"2903904","Bom Jesus da Lapa (BA)","Total","Total","27672"
"2903953","Bom Jesus da Serra (BA)","Total","Total","3707"
"2904001","Boninal (BA)","Total","Total","5434"
"2904050","Bonito (BA)","Total","Total","7490"
"2904100","Boquira (BA)","Total","Total","8794"
"2904209","Botuporã (BA)","Total","Total","5688"
"2904308","Brejões (BA)","Total","Total","5615"
"2904407","Brejolândia (BA)","Total","Total","3800"
"2904506","Brotas de Macaúbas (BA)","Total","Total","4265"
"2904605","Brumado (BA)","Total","Total","30530"
"2904704","Buerarema (BA)","Total","Total","6343"
"2904753","Buritirama (BA)","Total","Total","7786"
"2904803","Caatiba (BA)","Total","Total","4694"
"2904852","Cabaceiras do Paraguaçu (BA)","Total","Total","9061"
"2904902","Cachoeira (BA)","Total","Total","14956"
"2905008","Caculé (BA)","Total","Total","11387"
"2905107","Caém (BA)","Total","Total","4263"
"2905156","Caetanos (BA)","Total","Total","4064"
"2905206","Caetité (BA)","Total","Total","23477"
"2905305","Cafarnaum (BA)","Total","Total","6673"
"2905404","Cairu (BA)","Total","Total","7180"
"2905503","Caldeirão Grande (BA)","Total","Total","5939"
"2905602","Camacan (BA)","Total","Total","11516"
"2905701","Camaçari (BA)","Total","Total","125447"
"2905800","Camamu (BA)","Total","Total","15321"
"2905909","Campo Alegre de Lourdes (BA)","Total","Total","10100"
"2906006","Campo Formoso (BA)","Total","Total","30254"
"2906105","Canápolis (BA)","Total","Total","3408"
"2906204","Canarana (BA)","Total","Total","12439"
"2906303","Canavieiras (BA)","Total","Total","13509"
"2906402","Candeal (BA)","Total","Total","4243"
"2906501","Candeias (BA)","Total","Total","39671"
"2906600","Candiba (BA)","Total","Total","6240"
"2906709","Cândido Sales (BA)","Total","Total","12079"
"2906808","Cansanção (BA)","Total","Total","14459"
"2906824","Canudos (BA)","Total","Total","6633"
"2906857","Capela do Alto Alegre (BA)","Total","Total","5289"
"2906873","Capim Grosso (BA)","Total","Total","13597"
"2906899","Caraíbas (BA)","Total","Total","3943"
"2906907","Caravelas (BA)","Total","Total","9043"
"2907004","Cardeal da Silva (BA)","Total","Total","3205"
"2907103","Carinhanha (BA)","Total","Total","11880"
"2907202","Casa Nova (BA)","Total","Total","27818"
"2907301","Castro Alves (BA)","Total","Total","11162"
"2907400","Catolândia (BA)","Total","Total","958"
"2907509","Catu (BA)","Total","Total","21415"
"2907558","Caturama (BA)","Total","Total","3719"
"2907608","Central (BA)","Total","Total","6945"
"2907707","Chorrochó (BA)","Total","Total","3992"
"2907806","Cícero Dantas (BA)","Total","Total","14550"
"2907905","Cipó (BA)","Total","Total","7085"
"2908002","Coaraci (BA)","Total","Total","7402"
"2908101","Cocos (BA)","Total","Total","7041"
"2908200","Conceição da Feira (BA)","Total","Total","9181"
"2908309","Conceição do Almeida (BA)","Total","Total","6872"
"2908408","Conceição do Coité (BA)","Total","Total","31905"
"2908507","Conceição do Jacuípe (BA)","Total","Total","15140"
"2908606","Conde (BA)","Total","Total","8271"
"2908705","Condeúba (BA)","Total","Total","6586"
"2908804","Contendas do Sincorá (BA)","Total","Total","2113"
"2908903","Coração de Maria (BA)","Total","Total","10495"
"2909000","Cordeiros (BA)","Total","Total","3201"
"2909109","Coribe (BA)","Total","Total","5492"
"2909208","Coronel João Sá (BA)","Total","Total","7226"
"2909307","Correntina (BA)","Total","Total","11275"
"2909406","Cotegipe (BA)","Total","Total","5651"
"2909505","Cravolândia (BA)","Total","Total","2338"
"2909604","Crisópolis (BA)","Total","Total","9911"
"2909703","Cristópolis (BA)","Total","Total","4621"
"2909802","Cruz das Almas (BA)","Total","Total","27195"
"2909901","Curaçá (BA)","Total","Total","12855"
"2910008","Dário Meira (BA)","Total","Total","5115"
"2910057","Dias d'Ávila (BA)","Total","Total","30301"
"2910107","Dom Basílio (BA)","Total","Total","5178"
"2910206","Dom Macedo Costa (BA)","Total","Total","1772"
"2910305","Elísio Medrado (BA)","Total","Total","4085"
"2910404","Encruzilhada (BA)","Total","Total","9466"
"2910503","Entre Rios (BA)","Total","Total","15154"
"2910602","Esplanada (BA)","Total","Total","13873"
"2910701","Euclides da Cunha (BA)","Total","Total","25329"
"2910727","Eunápolis (BA)","Total","Total","49011"
"2910750","Fátima (BA)","Total","Total","8207"
"2910776","Feira da Mata (BA)","Total","Total","2201"
"2910800","Feira de Santana (BA)","Total","Total","292296"
"2910859","Filadélfia (BA)","Total","Total","6448"
"2910909","Firmino Alves (BA)","Total","Total","2311"
"2911006","Floresta Azul (BA)","Total","Total","3369"
"2911105","Formosa do Rio Preto (BA)","Total","Total","8150"
"2911204","Gandu (BA)","Total","Total","14592"
"2911253","Gavião (BA)","Total","Total","2289"
"2911303","Gentio do Ouro (BA)","Total","Total","3313"
"2911402","Glória (BA)","Total","Total","5805"
"2911501","Gongogi (BA)","Total","Total","3251"
"2911600","Governador Mangabeira (BA)","Total","Total","9964"
"2911659","Guajeru (BA)","Total","Total","4987"
"2911709","Guanambi (BA)","Total","Total","40257"
"2911808","Guaratinga (BA)","Total","Total","9512"
"2911857","Heliópolis (BA)","Total","Total","6356"
"2911907","Iaçu (BA)","Total","Total","9551"
"2912004","Ibiassucê (BA)","Total","Total","5348"
"2912103","Ibicaraí (BA)","Total","Total","9124"
"2912202","Ibicoara (BA)","Total","Total","7722"
"2912301","Ibicuí (BA)","Total","Total","6454"
"2912400","Ibipeba (BA)","Total","Total","6947"
"2912509","Ibipitanga (BA)","Total","Total","5121"
"2912608","Ibiquera (BA)","Total","Total","1797"
"2912707","Ibirapitanga (BA)","Total","Total","9023"
"2912806","Ibirapuã (BA)","Total","Total","3613"
"2912905","Ibirataia (BA)","Total","Total","7296"
"2913002","Ibitiara (BA)","Total","Total","5227"
"2913101","Ibititá (BA)","Total","Total","7569"
"2913200","Ibotirama (BA)","Total","Total","11293"
"2913309","Ichu (BA)","Total","Total","2367"
"2913408","Igaporã (BA)","Total","Total","6734"
"2913457","Igrapiúna (BA)","Total","Total","6152"
"2913507","Iguaí (BA)","Total","Total","10623"
"2913606","Ilhéus (BA)","Total","Total","87718"
