"Tabela 3603 - Pessoas de 10 anos ou mais de idade, residentes em domicílios particulares, ocupadas na semana de referência, exclusive as pessoas cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou seu parente, por local de exercício do trabalho principal, segundo a situação do domicílio e as classes de rendimento nominal mensal domiciliar per capita"
"Variável - Pessoas de 10 anos ou mais de idade, residentes em domicílios particulares, ocupadas na semana de referência, cuja condição no domicílio não era pensionista, nem empregado(a) doméstico(a) ou seu parente (Pessoas)"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Ano x Local de exercício do trabalho principal x Situação do domicílio"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","2010"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Total","Município de residência","Município de residência - no domicílio de residência","Município de residência - fora do domicílio de residência","Outro município","País estrangeiro","Mais de um município ou país"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Total","Total","Total","Total","Total","Total","Total"
"1507458","São Geraldo do Araguaia (PA)","Total","9527","9170","1905","7265","305","-","52"
"1507466","São João da Ponta (PA)","Total","2052","1936","449","1487","115","-","-"
"1507474","São João de Pirabas (PA)","Total","6179","5633","1086","4547","535","-","12"
"1507508","São João do Araguaia (PA)","Total","4442","4055","2187","1868","380","-","7"
"1507607","São Miguel do Guamá (PA)","Total","20111","19120","3359","15761","900","-","91"
"1507706","São Sebastião da Boa Vista (PA)","Total","7513","7402","2244","5158","91","-","20"
"1507755","Sapucaia (PA)","Total","2210","2089","152","1938","109","-","12"
"1507805","Senador José Porfírio (PA)","Total","4812","4684","2113","2571","122","-","6"
"1507904","Soure (PA)","Total","7816","7527","1941","5586","262","8","19"
"1507953","Tailândia (PA)","Total","22846","22380","4076","18303","375","-","91"
"1507961","Terra Alta (PA)","Total","3319","2871","774","2098","443","-","5"
"1507979","Terra Santa (PA)","Total","6310","5510","1655","3854","755","-","45"
"1508001","Tomé-Açu (PA)","Total","21803","21145","4846","16299","597","-","61"
"1508035","Tracuateua (PA)","Total","9832","9495","1580","7915","324","-","14"
"1508050","Trairão (PA)","Total","6651","6455","1975","4479","174","6","16"
"1508084","Tucumã (PA)","Total","16576","14471","6062","8408","1983","-","122"
"1508100","Tucuruí (PA)","Total","37595","35422","5536","29886","1979","57","136"
"1508126","Ulianópolis (PA)","Total","13038","12888","3214","9674","125","-","25"
"1508159","Uruará (PA)","Total","17603","17447","6729","10718","109","-","47"
"1508209","Vigia (PA)","Total","17577","16559","4853","11706","930","48","40"
"1508308","Viseu (PA)","Total","14844","14529","3761","10767","307","-","9"
"1508357","Vitória do Xingu (PA)","Total","5187","4861","1861","3000","315","-","11"
"1508407","Xinguara (PA)","Total","16710","15880","4191","11689","579","-","251"
"1600055","Serra do Navio (AP)","Total","1455","1159","194","965","296","-","-"
"1600105","Amapá (AP)","Total","2731","2658","511","2147","66","-","7"
"1600154","Pedra Branca do Amapari (AP)","Total","4334","4232","1591","2641","99","-","3"
"1600204","Calçoene (AP)","Total","3436","3374","614","2760","47","-","15"
"1600212","Cutias (AP)","Total","1522","1445","147","1298","73","-","3"
"1600238","Ferreira Gomes (AP)","Total","2129","1977","468","1509","128","7","18"
"1600253","Itaubal (AP)","Total","1118","1096","501","596","22","-","-"
"1600279","Laranjal do Jari (AP)","Total","14671","10749","2519","8231","3826","28","68"
"1600303","Macapá (AP)","Total","162602","156490","29171","127319","5166","278","668"
"1600402","Mazagão (AP)","Total","5809","5565","2299","3266","228","5","10"
"1600501","Oiapoque (AP)","Total","8173","7685","2274","5411","27","434","26"
"1600535","Porto Grande (AP)","Total","6258","6030","2109","3921","212","10","5"
"1600550","Pracuúba (AP)","Total","1191","1164","202","962","27","-","-"
"1600600","Santana (AP)","Total","36096","30059","8024","22035","5802","50","184"
"1600709","Tartarugalzinho (AP)","Total","3953","3828","1332","2496","114","-","11"
"1600808","Vitória do Jari (AP)","Total","3442","2534","735","1799","890","-","18"
"1700251","Abreulândia (TO)","Total","1062","1029","594","435","18","-","16"
"1700301","Aguiarnópolis (TO)","Total","1949","1227","238","989","697","-","24"
"1700350","Aliança do Tocantins (TO)","Total","1993","1852","402","1449","129","-","13"
"1700400","Almas (TO)","Total","2684","2557","734","1823","123","-","5"
"1700707","Alvorada (TO)","Total","3995","3740","668","3073","205","-","49"
"1701002","Ananás (TO)","Total","3697","3250","617","2633","418","-","29"
"1701051","Angico (TO)","Total","1186","1064","242","821","123","-","-"
"1701101","Aparecida do Rio Negro (TO)","Total","1565","1447","427","1020","104","-","14"
"1701309","Aragominas (TO)","Total","2644","2460","1295","1165","177","-","7"
"1701903","Araguacema (TO)","Total","2543","2443","645","1798","88","-","11"
"1702000","Araguaçu (TO)","Total","3536","3369","666","2703","148","-","19"
"1702109","Araguaína (TO)","Total","68476","64837","10673","54163","2443","-","1196"
"1702158","Araguanã (TO)","Total","2057","1890","712","1178","130","-","37"
"1702208","Araguatins (TO)","Total","10852","10419","3677","6743","380","-","52"
"1702307","Arapoema (TO)","Total","2784","2667","652","2016","104","-","13"
"1702406","Arraias (TO)","Total","3811","3687","1085","2602","106","-","19"
"1702554","Augustinópolis (TO)","Total","6268","5644","1464","4180","526","6","93"
"1702703","Aurora do Tocantins (TO)","Total","1391","1308","393","915","80","-","3"
"1702901","Axixá do Tocantins (TO)","Total","3335","2865","572","2294","388","-","82"
"1703008","Babaçulândia (TO)","Total","3875","3727","1672","2055","147","-","-"
"1703057","Bandeirantes do Tocantins (TO)","Total","836","801","234","567","24","-","11"
"1703073","Barra do Ouro (TO)","Total","1259","1205","377","828","51","-","3"
"1703107","Barrolândia (TO)","Total","1836","1635","377","1258","194","-","8"
"1703206","Bernardo Sayão (TO)","Total","1767","1728","1001","727","39","-","-"
"1703305","Bom Jesus do Tocantins (TO)","Total","1631","1019","484","535","561","-","51"
"1703602","Brasilândia do Tocantins (TO)","Total","784","717","66","650","51","-","17"
"1703701","Brejinho de Nazaré (TO)","Total","1947","1810","327","1483","129","-","8"
"1703800","Buriti do Tocantins (TO)","Total","2887","2403","229","2173","480","-","4"
"1703826","Cachoeirinha (TO)","Total","786","707","219","488","74","-","4"
"1703842","Campos Lindos (TO)","Total","2357","2271","878","1393","86","-","-"
"1703867","Cariri do Tocantins (TO)","Total","1509","1415","278","1137","86","-","8"
"1703883","Carmolândia (TO)","Total","853","758","136","621","96","-","-"
"1703891","Carrasco Bonito (TO)","Total","1214","1026","227","799","170","-","19"
"1703909","Caseara (TO)","Total","1825","1753","386","1367","70","-","2"
"1704105","Centenário (TO)","Total","665","598","175","422","66","-","2"
"1704600","Chapada de Areia (TO)","Total","584","561","213","348","20","-","3"
"1705102","Chapada da Natividade (TO)","Total","930","885","456","428","44","-","2"
"1705508","Colinas do Tocantins (TO)","Total","13334","12291","2825","9466","889","-","153"
"1705557","Combinado (TO)","Total","1943","1604","363","1240","236","-","103"
"1705607","Conceição do Tocantins (TO)","Total","1526","1463","268","1195","55","-","8"
"1706001","Couto Magalhães (TO)","Total","1798","1694","849","845","96","-","8"
"1706100","Cristalândia (TO)","Total","2720","2523","562","1962","181","-","16"
"1706258","Crixás do Tocantins (TO)","Total","588","553","214","338","36","-","-"
"1706506","Darcinópolis (TO)","Total","1937","1747","506","1240","164","-","27"
"1707009","Dianópolis (TO)","Total","7927","7233","1529","5704","599","-","95"
"1707108","Divinópolis do Tocantins (TO)","Total","2522","2387","802","1584","109","-","25"
"1707207","Dois Irmãos do Tocantins (TO)","Total","2395","2335","1227","1109","52","-","8"
"1707306","Dueré (TO)","Total","1831","1715","995","720","110","-","6"
"1707405","Esperantina (TO)","Total","2195","2068","320","1748","122","-","5"
"1707553","Fátima (TO)","Total","1381","1279","170","1109","83","-","19"
"1707652","Figueirópolis (TO)","Total","2480","2331","784","1547","124","-","25"
"1707702","Filadélfia (TO)","Total","2719","2361","909","1452","323","-","35"
"1708205","Formoso do Araguaia (TO)","Total","7330","7082","1681","5402","239","-","9"
"1708254","Tabocão (TO)","Total","919","887","154","733","30","-","2"
"1708304","Goianorte (TO)","Total","2003","1947","878","1069","52","-","3"
"1709005","Goiatins (TO)","Total","3817","3597","1699","1898","201","-","19"
"1709302","Guaraí (TO)","Total","11222","10002","1746","8256","935","-","285"
"1709500","Gurupi (TO)","Total","38056","35908","7190","28718","1324","-","823"
"1709807","Ipueiras (TO)","Total","586","550","108","442","36","-","-"
"1710508","Itacajá (TO)","Total","2154","2058","326","1732","89","-","7"
"1710706","Itaguatins (TO)","Total","1659","1587","439","1148","69","-","3"
"1710904","Itapiratins (TO)","Total","1854","1794","770","1023","58","-","3"
"1711100","Itaporã do Tocantins (TO)","Total","1111","1051","473","578","56","-","4"
"1711506","Jaú do Tocantins (TO)","Total","1527","1402","670","732","121","-","4"
"1711803","Juarina (TO)","Total","846","815","736","79","31","-","-"
"1711902","Lagoa da Confusão (TO)","Total","4155","4053","1572","2482","68","-","33"
"1711951","Lagoa do Tocantins (TO)","Total","1189","1144","559","585","45","-","-"
"1712009","Lajeado (TO)","Total","1155","1099","143","956","56","-","-"
"1712157","Lavandeira (TO)","Total","744","709","272","437","33","-","2"
"1712405","Lizarda (TO)","Total","969","960","418","542","8","-","-"
"1712454","Luzinópolis (TO)","Total","958","881","219","661","70","-","7"
"1712504","Marianópolis do Tocantins (TO)","Total","2012","1873","614","1259","139","-","-"
"1712702","Mateiros (TO)","Total","971","948","313","635","23","-","-"
"1712801","Maurilândia do Tocantins (TO)","Total","863","827","259","568","29","-","7"
"1713205","Miracema do Tocantins (TO)","Total","8254","7698","1114","6584","405","6","145"
"1713304","Miranorte (TO)","Total","5495","5064","590","4474","379","-","52"
"1713601","Monte do Carmo (TO)","Total","2224","2035","704","1330","181","-","9"
"1713700","Monte Santo do Tocantins (TO)","Total","741","677","305","373","63","-","-"
"1713809","Palmeiras do Tocantins (TO)","Total","2077","1533","655","879","497","-","46"
"1713957","Muricilândia (TO)","Total","820","757","194","563","60","-","3"
"1714203","Natividade (TO)","Total","3088","2846","444","2402","228","-","13"
"1714302","Nazaré (TO)","Total","1417","1270","171","1099","145","-","3"
"1714880","Nova Olinda (TO)","Total","4061","3877","1136","2741","174","-","10"
"1715002","Nova Rosalândia (TO)","Total","1209","1093","408","684","72","-","45"
"1715101","Novo Acordo (TO)","Total","1409","1225","299","926","181","-","3"
"1715150","Novo Alegre (TO)","Total","922","811","262","548","87","-","24"
"1715259","Novo Jardim (TO)","Total","978","858","328","530","120","-","-"
"1715507","Oliveira de Fátima (TO)","Total","339","292","8","284","31","-","16"
"1715705","Palmeirante (TO)","Total","1882","1839","1398","441","40","-","3"
"1715754","Palmeirópolis (TO)","Total","3220","2988","722","2266","203","-","29"
"1716109","Paraíso do Tocantins (TO)","Total","22256","20424","6250","14174","1192","-","639"
"1716208","Paranã (TO)","Total","2968","2860","1029","1831","97","-","11"
"1716307","Pau D'Arco (TO)","Total","1922","1846","637","1209","76","-","-"
"1716505","Pedro Afonso (TO)","Total","5168","4938","852","4086","216","-","14"
"1716604","Peixe (TO)","Total","4326","4041","1263","2778","269","10","5"
"1716653","Pequizeiro (TO)","Total","2026","1966","475","1491","61","-","-"
"1716703","Colméia (TO)","Total","3692","3499","937","2561","151","-","42"
"1717008","Pindorama do Tocantins (TO)","Total","1593","1544","433","1111","43","-","6"
"1717206","Piraquê (TO)","Total","1103","1043","502","541","60","-","-"
"1717503","Pium (TO)","Total","2949","2813","761","2052","133","-","3"
"1717800","Ponte Alta do Bom Jesus (TO)","Total","1095","1041","155","885","52","-","2"
"1717909","Ponte Alta do Tocantins (TO)","Total","2432","2379","688","1691","48","-","5"
"1718006","Porto Alegre do Tocantins (TO)","Total","1026","782","341","441","245","-","-"
"1718204","Porto Nacional (TO)","Total","22546","20881","4045","16836","1302","-","364"
"1718303","Praia Norte (TO)","Total","2225","1964","350","1614","253","4","4"
"1718402","Presidente Kennedy (TO)","Total","1354","1215","213","1002","132","-","7"
"1718451","Pugmil (TO)","Total","942","890","64","826","47","-","6"
"1718501","Recursolândia (TO)","Total","811","796","196","600","15","-","-"
"1718550","Riachinho (TO)","Total","769","706","22","684","60","-","3"
"1718659","Rio da Conceição (TO)","Total","509","426","45","381","83","-","-"
"1718709","Rio dos Bois (TO)","Total","1029","936","299","638","74","-","19"
"1718758","Rio Sono (TO)","Total","2076","1956","964","992","120","-","-"
"1718808","Sampaio (TO)","Total","1273","1067","286","781","197","-","10"
"1718840","Sandolândia (TO)","Total","1493","1453","550","903","37","-","3"
"1718865","Santa Fé do Araguaia (TO)","Total","2281","2111","669","1442","133","-","37"
"1718881","Santa Maria do Tocantins (TO)","Total","1147","1005","386","619","134","-","8"
"1718899","Santa Rita do Tocantins (TO)","Total","768","706","297","409","36","-","26"
"1718907","Santa Rosa do Tocantins (TO)","Total","1652","1579","556","1024","66","-","6"
"1719004","Santa Tereza do Tocantins (TO)","Total","1072","1003","166","837","53","-","15"
"1720002","Santa Terezinha do Tocantins (TO)","Total","867","744","102","642","111","-","11"
"1720101","São Bento do Tocantins (TO)","Total","1648","1558","340","1218","82","-","7"
"1720150","São Félix do Tocantins (TO)","Total","305","294","59","235","10","-","-"
"1720200","São Miguel do Tocantins (TO)","Total","3575","2619","482","2137","931","-","25"
"1720259","São Salvador do Tocantins (TO)","Total","778","702","178","524","72","-","3"
"1720309","São Sebastião do Tocantins (TO)","Total","869","839","48","791","29","-","-"
"1720499","São Valério (TO)","Total","1532","1457","424","1033","55","2","18"
"1720655","Silvanópolis (TO)","Total","2000","1891","506","1385","101","-","7"
"1720804","Sítio Novo do Tocantins (TO)","Total","2893","2630","765","1865","251","-","12"
"1720853","Sucupira (TO)","Total","723","673","236","437","44","-","6"
"1720903","Taguatinga (TO)","Total","5355","5117","1278","3839","218","-","21"
"1720937","Taipas do Tocantins (TO)","Total","605","543","191","352","48","-","14"
"1720978","Talismã (TO)","Total","1396","1371","558","813","14","-","10"
"1721000","Palmas (TO)","Total","117953","112877","17014","95863","3176","22","1879"
"1721109","Tocantínia (TO)","Total","1778","1617","651","966","159","-","3"
"1721208","Tocantinópolis (TO)","Total","8444","7829","1333","6496","553","-","62"
"1721257","Tupirama (TO)","Total","586","456","196","260","130","-","-"
"1721307","Tupiratins (TO)","Total","975","958","559","399","9","-","8"
"1722081","Wanderlândia (TO)","Total","4086","3600","1122","2478","423","-","62"
"1722107","Xambioá (TO)","Total","4270","3978","961","3017","277","-","15"
"2100055","Açailândia (MA)","Total","38782","36286","8413","27873","2016","19","460"
"2100105","Afonso Cunha (MA)","Total","1005","865","75","790","127","-","12"
"2100154","Água Doce do Maranhão (MA)","Total","2720","2387","306","2081","327","-","6"
"2100204","Alcântara (MA)","Total","7139","6821","1600","5221","317","-","-"
"2100303","Aldeias Altas (MA)","Total","7209","6963","1648","5315","235","-","11"
"2100402","Altamira do Maranhão (MA)","Total","2482","2325","261","2064","139","-","18"
"2100436","Alto Alegre do Maranhão (MA)","Total","6691","6407","1520","4887","226","16","42"
"2100477","Alto Alegre do Pindaré (MA)","Total","7446","7250","1837","5413","169","27","-"
"2100501","Alto Parnaíba (MA)","Total","3492","3292","1212","2081","182","-","17"
"2100550","Amapá do Maranhão (MA)","Total","2160","2027","207","1820","120","-","13"
"2100600","Amarante do Maranhão (MA)","Total","13447","13289","4412","8877","158","-","-"
"2100709","Anajatuba (MA)","Total","9226","8761","2198","6563","452","-","13"
"2100808","Anapurus (MA)","Total","5311","4877","1222","3656","371","5","58"
"2100832","Apicum-Açu (MA)","Total","5684","5432","755","4676","252","-","-"
"2100873","Araguanã (MA)","Total","3577","3456","1245","2212","109","-","11"
"2100907","Araioses (MA)","Total","11513","11200","2116","9084","281","-","32"
"2100956","Arame (MA)","Total","8605","8314","2855","5458","279","-","12"
"2101004","Arari (MA)","Total","9758","8074","2409","5664","1627","-","57"
"2101103","Axixá (MA)","Total","3995","3527","264","3263","412","-","55"
"2101202","Bacabal (MA)","Total","38083","36006","7679","28327","1628","-","449"
"2101251","Bacabeira (MA)","Total","5223","4658","973","3686","551","-","14"
"2101301","Bacuri (MA)","Total","6377","5794","564","5229","445","-","138"
"2101350","Bacurituba (MA)","Total","1189","1122","302","820","58","-","8"
"2101400","Balsas (MA)","Total","33765","32249","7716","24533","1225","-","291"
"2101509","Barão de Grajaú (MA)","Total","5970","4440","1188","3252","1491","-","40"
"2101608","Barra do Corda (MA)","Total","27449","26432","5498","20935","753","18","245"
"2101707","Barreirinhas (MA)","Total","18399","17651","5512","12139","706","-","42"
"2101731","Belágua (MA)","Total","1679","1627","63","1563","52","-","-"
"2101772","Bela Vista do Maranhão (MA)","Total","4124","3693","689","3004","428","3","-"
"2101806","Benedito Leite (MA)","Total","1702","1513","245","1267","189","-","-"
"2101905","Bequimão (MA)","Total","6455","6204","1692","4511","228","-","23"
"2101939","Bernardo do Mearim (MA)","Total","2300","2249","357","1893","42","-","8"
"2101970","Boa Vista do Gurupi (MA)","Total","2139","1927","637","1290","202","-","10"
"2102002","Bom Jardim (MA)","Total","12691","12300","2976","9324","284","-","107"
"2102036","Bom Jesus das Selvas (MA)","Total","7404","7202","1950","5253","192","-","9"
"2102077","Bom Lugar (MA)","Total","4061","3845","1805","2040","200","-","16"
"2102101","Brejo (MA)","Total","7460","7123","2255","4868","309","-","29"
"2102150","Brejo de Areia (MA)","Total","2079","1922","383","1540","130","23","4"
"2102200","Buriti (MA)","Total","8292","7906","3755","4151","373","-","14"
"2102309","Buriti Bravo (MA)","Total","7228","6727","1263","5464","501","-","-"
"2102325","Buriticupu (MA)","Total","19497","18309","4526","13784","1065","24","99"
"2102358","Buritirana (MA)","Total","5316","4650","755","3895","623","-","43"
"2102374","Cachoeira Grande (MA)","Total","2241","2175","195","1980","61","-","6"
"2102408","Cajapió (MA)","Total","3575","3411","1615","1796","158","-","5"
"2102507","Cajari (MA)","Total","4861","4753","1025","3728","100","-","8"
"2102556","Campestre do Maranhão (MA)","Total","4878","3848","726","3123","991","17","22"
"2102606","Cândido Mendes (MA)","Total","6954","6743","1082","5661","211","-","-"
"2102705","Cantanhede (MA)","Total","5009","4750","986","3763","228","-","31"
"2102754","Capinzal do Norte (MA)","Total","3093","2886","627","2260","172","-","35"
"2102804","Carolina (MA)","Total","9126","8884","2933","5951","208","14","20"
"2102903","Carutapera (MA)","Total","8239","7981","1336","6645","222","-","35"
"2103000","Caxias (MA)","Total","56694","53698","14730","38968","2446","5","545"
"2103109","Cedral (MA)","Total","3937","3730","942","2789","201","-","6"
"2103125","Central do Maranhão (MA)","Total","3055","2906","621","2285","146","-","3"
"2103158","Centro do Guilherme (MA)","Total","3691","3623","866","2757","55","-","12"
"2103174","Centro Novo do Maranhão (MA)","Total","4874","4718","1090","3628","156","-","-"
"2103208","Chapadinha (MA)","Total","22581","21475","5545","15929","974","30","102"
"2103257","Cidelândia (MA)","Total","5132","4396","1209","3187","698","-","38"
"2103307","Codó (MA)","Total","40782","38762","8842","29920","1731","24","266"
"2103406","Coelho Neto (MA)","Total","14138","13032","1739","11293","1054","-","52"
"2103505","Colinas (MA)","Total","14380","12835","1895","10940","1293","2","249"
"2103554","Conceição do Lago-Açu (MA)","Total","5509","5398","794","4603","111","-","-"
"2103604","Coroatá (MA)","Total","19449","18634","3951","14682","773","-","43"
"2103703","Cururupu (MA)","Total","12199","11593","1864","9729","557","-","49"
"2103752","Davinópolis (MA)","Total","4181","2732","663","2069","1400","-","48"
"2103802","Dom Pedro (MA)","Total","7989","6871","1418","5453","716","-","402"
"2103901","Duque Bacelar (MA)","Total","2610","2429","241","2189","181","-","-"
"2104008","Esperantinópolis (MA)","Total","6445","6193","1209","4984","227","10","15"
"2104057","Estreito (MA)","Total","13200","12758","4056","8703","344","-","98"
"2104073","Feira Nova do Maranhão (MA)","Total","2748","2692","1492","1200","49","-","7"
"2104081","Fernando Falcão (MA)","Total","2886","2833","273","2559","54","-","-"
"2104099","Formosa da Serra Negra (MA)","Total","4994","4719","1853","2866","237","-","37"
"2104107","Fortaleza dos Nogueiras (MA)","Total","3796","3521","1464","2057","275","-","-"
"2104206","Fortuna (MA)","Total","4880","4334","840","3494","534","-","12"
"2104305","Godofredo Viana (MA)","Total","4131","3942","419","3523","174","5","10"
"2104404","Gonçalves Dias (MA)","Total","5222","4612","1270","3341","598","-","13"
"2104503","Governador Archer (MA)","Total","3480","3062","291","2770","392","-","26"
"2104552","Governador Edison Lobão (MA)","Total","6004","5167","1555","3612","736","-","101"
"2104602","Governador Eugênio Barros (MA)","Total","5670","4638","538","4100","969","-","64"
"2104628","Governador Luiz Rocha (MA)","Total","2433","2130","290","1840","272","3","28"
"2104651","Governador Newton Bello (MA)","Total","3698","3519","846","2673","175","4","-"
"2104677","Governador Nunes Freire (MA)","Total","9007","8127","1566","6560","800","-","80"
"2104701","Graça Aranha (MA)","Total","1812","1581","452","1129","222","-","10"
"2104800","Grajaú (MA)","Total","22387","21940","6544","15396","337","9","101"
"2104909","Guimarães (MA)","Total","4448","4330","355","3975","104","-","13"
"2105005","Humberto de Campos (MA)","Total","6280","5859","1907","3952","382","-","40"
"2105104","Icatu (MA)","Total","6267","5886","1281","4606","328","-","53"
"2105153","Igarapé do Meio (MA)","Total","4423","3919","794","3126","444","-","60"
"2105203","Igarapé Grande (MA)","Total","5091","4903","1338","3564","149","-","39"
"2105302","Imperatriz (MA)","Total","109072","101916","20560","81356","5190","33","1932"
"2105351","Itaipava do Grajaú (MA)","Total","4343","4106","723","3383","221","6","11"
