"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Casa","Casa de vila ou em condomínio","Apartamento","Habitação em casa de cômodos, cortiço ou cabeça de porco","Oca ou maloca"
"1600808","Vitória do Jari (AP)","Total","Total","2754","2727","25","2","-","-"
"1700251","Abreulândia (TO)","Total","Total","760","758","1","-","1","-"
"1700301","Aguiarnópolis (TO)","Total","Total","1322","1316","2","3","1","-"
"1700350","Aliança do Tocantins (TO)","Total","Total","1724","1721","1","2","-","-"
"1700400","Almas (TO)","Total","Total","2079","2072","2","4","1","-"
"1700707","Alvorada (TO)","Total","Total","2586","2575","-","-","11","-"
"1701002","Ananás (TO)","Total","Total","2640","2630","4","6","-","-"
"1701051","Angico (TO)","Total","Total","842","842","-","-","-","-"
"1701101","Aparecida do Rio Negro (TO)","Total","Total","1250","1248","-","-","2","-"
"1701309","Aragominas (TO)","Total","Total","1691","1614","74","-","3","-"
"1701903","Araguacema (TO)","Total","Total","1828","1828","-","-","-","-"
"1702000","Araguaçu (TO)","Total","Total","2928","2910","6","2","10","-"
"1702109","Araguaína (TO)","Total","Total","43848","41328","443","848","1229","-"
"1702158","Araguanã (TO)","Total","Total","1393","1385","3","-","5","-"
"1702208","Araguatins (TO)","Total","Total","8157","8026","37","51","43","-"
"1702307","Arapoema (TO)","Total","Total","1957","1954","3","-","-","-"
"1702406","Arraias (TO)","Total","Total","3159","3156","1","-","2","-"
"1702554","Augustinópolis (TO)","Total","Total","4306","4219","51","26","10","-"
"1702703","Aurora do Tocantins (TO)","Total","Total","1105","1103","-","-","2","-"
"1702901","Axixá do Tocantins (TO)","Total","Total","2452","2442","7","-","3","-"
"1703008","Babaçulândia (TO)","Total","Total","2524","2524","-","-","-","-"
"1703057","Bandeirantes do Tocantins (TO)","Total","Total","915","909","-","6","-","-"
"1703073","Barra do Ouro (TO)","Total","Total","1014","1012","2","-","-","-"
"1703107","Barrolândia (TO)","Total","Total","1572","1568","1","2","1","-"
"1703206","Bernardo Sayão (TO)","Total","Total","1344","1340","2","-","2","-"
"1703305","Bom Jesus do Tocantins (TO)","Total","Total","1050","1036","1","4","9","-"
"1703602","Brasilândia do Tocantins (TO)","Total","Total","610","610","-","-","-","-"
"1703701","Brejinho de Nazaré (TO)","Total","Total","1518","1518","-","-","-","-"
"1703800","Buriti do Tocantins (TO)","Total","Total","2282","2281","-","1","-","-"
"1703826","Cachoeirinha (TO)","Total","Total","560","524","36","-","-","-"
"1703842","Campos Lindos (TO)","Total","Total","1882","1880","1","-","1","-"
"1703867","Cariri do Tocantins (TO)","Total","Total","1074","1072","-","-","2","-"
"1703883","Carmolândia (TO)","Total","Total","664","664","-","-","-","-"
"1703891","Carrasco Bonito (TO)","Total","Total","938","938","-","-","-","-"
"1703909","Caseara (TO)","Total","Total","1341","1340","-","-","1","-"
"1704105","Centenário (TO)","Total","Total","702","701","1","-","-","-"
"1704600","Chapada de Areia (TO)","Total","Total","454","454","-","-","-","-"
"1705102","Chapada da Natividade (TO)","Total","Total","927","919","4","-","4","-"
"1705508","Colinas do Tocantins (TO)","Total","Total","9140","8975","19","41","105","-"
"1705557","Combinado (TO)","Total","Total","1437","1436","-","1","-","-"
"1705607","Conceição do Tocantins (TO)","Total","Total","1158","1158","-","-","-","-"
"1706001","Couto Magalhães (TO)","Total","Total","1421","1323","97","-","1","-"
"1706100","Cristalândia (TO)","Total","Total","2265","2262","3","-","-","-"
"1706258","Crixás do Tocantins (TO)","Total","Total","490","488","-","-","2","-"
"1706506","Darcinópolis (TO)","Total","Total","1485","1483","-","-","2","-"
"1707009","Dianópolis (TO)","Total","Total","5154","5067","33","33","21","-"
"1707108","Divinópolis do Tocantins (TO)","Total","Total","1944","1941","-","-","3","-"
"1707207","Dois Irmãos do Tocantins (TO)","Total","Total","2275","2272","-","1","2","-"
"1707306","Dueré (TO)","Total","Total","1446","1446","-","-","-","-"
"1707405","Esperantina (TO)","Total","Total","2252","2252","-","-","-","-"
"1707553","Fátima (TO)","Total","Total","1138","1138","-","-","-","-"
"1707652","Figueirópolis (TO)","Total","Total","1734","1729","2","1","2","-"
"1707702","Filadélfia (TO)","Total","Total","2282","2280","-","-","2","-"
"1708205","Formoso do Araguaia (TO)","Total","Total","5354","5335","2","2","15","-"
"1708254","Tabocão (TO)","Total","Total","688","671","15","1","1","-"
"1708304","Goianorte (TO)","Total","Total","1526","1526","-","-","-","-"
"1709005","Goiatins (TO)","Total","Total","2990","2967","1","-","5","17"
"1709302","Guaraí (TO)","Total","Total","6978","6905","18","13","42","-"
"1709500","Gurupi (TO)","Total","Total","23242","22709","142","294","97","-"
"1709807","Ipueiras (TO)","Total","Total","518","518","-","-","-","-"
"1710508","Itacajá (TO)","Total","Total","1880","1879","-","-","1","-"
"1710706","Itaguatins (TO)","Total","Total","1620","1618","2","-","-","-"
"1710904","Itapiratins (TO)","Total","Total","1057","1057","-","-","-","-"
"1711100","Itaporã do Tocantins (TO)","Total","Total","746","735","10","-","1","-"
"1711506","Jaú do Tocantins (TO)","Total","Total","1141","1140","-","-","1","-"
"1711803","Juarina (TO)","Total","Total","678","677","-","-","1","-"
"1711902","Lagoa da Confusão (TO)","Total","Total","2643","2443","2","3","12","183"
"1711951","Lagoa do Tocantins (TO)","Total","Total","899","899","-","-","-","-"
"1712009","Lajeado (TO)","Total","Total","801","779","1","-","21","-"
"1712157","Lavandeira (TO)","Total","Total","490","490","-","-","-","-"
"1712405","Lizarda (TO)","Total","Total","1014","1009","-","2","3","-"
"1712454","Luzinópolis (TO)","Total","Total","727","727","-","-","-","-"
"1712504","Marianópolis do Tocantins (TO)","Total","Total","1339","1336","1","-","2","-"
"1712702","Mateiros (TO)","Total","Total","556","552","-","-","4","-"
"1712801","Maurilândia do Tocantins (TO)","Total","Total","850","846","2","-","-","2"
"1713205","Miracema do Tocantins (TO)","Total","Total","5940","5923","2","1","14","-"
"1713304","Miranorte (TO)","Total","Total","3790","3776","1","4","9","-"
"1713601","Monte do Carmo (TO)","Total","Total","1885","1870","15","-","-","-"
"1713700","Monte Santo do Tocantins (TO)","Total","Total","686","686","-","-","-","-"
"1713809","Palmeiras do Tocantins (TO)","Total","Total","1502","1498","3","-","1","-"
"1713957","Muricilândia (TO)","Total","Total","875","872","-","-","3","-"
"1714203","Natividade (TO)","Total","Total","2605","2592","1","1","11","-"
"1714302","Nazaré (TO)","Total","Total","1223","1222","1","-","-","-"
"1714880","Nova Olinda (TO)","Total","Total","2992","2988","3","1","-","-"
"1715002","Nova Rosalândia (TO)","Total","Total","1139","1139","-","-","-","-"
"1715101","Novo Acordo (TO)","Total","Total","1060","1059","-","-","1","-"
"1715150","Novo Alegre (TO)","Total","Total","689","687","-","-","2","-"
"1715259","Novo Jardim (TO)","Total","Total","654","653","-","-","1","-"
"1715507","Oliveira de Fátima (TO)","Total","Total","319","319","-","-","-","-"
"1715705","Palmeirante (TO)","Total","Total","1356","1356","-","-","-","-"
"1715754","Palmeirópolis (TO)","Total","Total","2362","2346","1","4","11","-"
"1716109","Paraíso do Tocantins (TO)","Total","Total","13410","13237","25","73","75","-"
"1716208","Paranã (TO)","Total","Total","2874","2857","1","-","16","-"
"1716307","Pau D'Arco (TO)","Total","Total","1308","1303","1","-","4","-"
"1716505","Pedro Afonso (TO)","Total","Total","3308","3220","6","16","66","-"
"1716604","Peixe (TO)","Total","Total","3289","3285","3","1","-","-"
"1716653","Pequizeiro (TO)","Total","Total","1514","1510","4","-","-","-"
"1716703","Colméia (TO)","Total","Total","2795","2788","6","1","-","-"
"1717008","Pindorama do Tocantins (TO)","Total","Total","1224","1223","-","1","-","-"
"1717206","Piraquê (TO)","Total","Total","863","862","-","-","1","-"
"1717503","Pium (TO)","Total","Total","1982","1896","5","-","1","80"
"1717800","Ponte Alta do Bom Jesus (TO)","Total","Total","1318","1317","-","-","1","-"
"1717909","Ponte Alta do Tocantins (TO)","Total","Total","2028","2014","-","9","5","-"
"1718006","Porto Alegre do Tocantins (TO)","Total","Total","737","737","-","-","-","-"
"1718204","Porto Nacional (TO)","Total","Total","13748","13602","30","71","45","-"
"1718303","Praia Norte (TO)","Total","Total","1835","1802","31","-","2","-"
"1718402","Presidente Kennedy (TO)","Total","Total","1076","1073","3","-","-","-"
"1718451","Pugmil (TO)","Total","Total","719","719","-","-","-","-"
"1718501","Recursolândia (TO)","Total","Total","903","896","7","-","-","-"
"1718550","Riachinho (TO)","Total","Total","1150","1124","26","-","-","-"
"1718659","Rio da Conceição (TO)","Total","Total","453","452","-","-","1","-"
"1718709","Rio dos Bois (TO)","Total","Total","787","787","-","-","-","-"
"1718758","Rio Sono (TO)","Total","Total","1680","1665","-","-","15","-"
"1718808","Sampaio (TO)","Total","Total","997","996","1","-","-","-"
"1718840","Sandolândia (TO)","Total","Total","1123","1121","-","1","1","-"
"1718865","Santa Fé do Araguaia (TO)","Total","Total","1822","1811","2","-","9","-"
"1718881","Santa Maria do Tocantins (TO)","Total","Total","816","814","-","-","2","-"
"1718899","Santa Rita do Tocantins (TO)","Total","Total","666","665","1","-","-","-"
"1718907","Santa Rosa do Tocantins (TO)","Total","Total","1339","1337","2","-","-","-"
"1719004","Santa Tereza do Tocantins (TO)","Total","Total","661","661","-","-","-","-"
"1720002","Santa Terezinha do Tocantins (TO)","Total","Total","683","683","-","-","-","-"
"1720101","São Bento do Tocantins (TO)","Total","Total","1166","1164","2","-","-","-"
"1720150","São Félix do Tocantins (TO)","Total","Total","345","345","-","-","-","-"
"1720200","São Miguel do Tocantins (TO)","Total","Total","2728","2727","-","-","1","-"
"1720259","São Salvador do Tocantins (TO)","Total","Total","826","826","-","-","-","-"
"1720309","São Sebastião do Tocantins (TO)","Total","Total","1079","1079","-","-","-","-"
"1720499","São Valério (TO)","Total","Total","1345","1337","7","1","-","-"
"1720655","Silvanópolis (TO)","Total","Total","1541","1541","-","-","-","-"
"1720804","Sítio Novo do Tocantins (TO)","Total","Total","2416","2415","1","-","-","-"
"1720853","Sucupira (TO)","Total","Total","551","551","-","-","-","-"
"1720903","Taguatinga (TO)","Total","Total","4340","4339","-","-","1","-"
"1720937","Taipas do Tocantins (TO)","Total","Total","529","529","-","-","-","-"
"1720978","Talismã (TO)","Total","Total","800","799","-","-","1","-"
"1721000","Palmas (TO)","Total","Total","68679","60800","969","3905","3005","-"
"1721109","Tocantínia (TO)","Total","Total","1661","1488","3","-","6","164"
"1721208","Tocantinópolis (TO)","Total","Total","6197","5907","3","2","14","271"
"1721257","Tupirama (TO)","Total","Total","478","478","-","-","-","-"
"1721307","Tupiratins (TO)","Total","Total","646","646","-","-","-","-"
"1722081","Wanderlândia (TO)","Total","Total","2913","2908","-","2","3","-"
"1722107","Xambioá (TO)","Total","Total","3186","3168","6","6","6","-"
"2100055","Açailândia (MA)","Total","Total","27484","26248","711","405","120","-"
"2100105","Afonso Cunha (MA)","Total","Total","1303","1303","-","-","-","-"
"2100154","Água Doce do Maranhão (MA)","Total","Total","2728","2726","-","2","-","-"
"2100204","Alcântara (MA)","Total","Total","6074","6028","39","2","5","-"
"2100303","Aldeias Altas (MA)","Total","Total","5786","5784","2","-","-","-"
"2100402","Altamira do Maranhão (MA)","Total","Total","2635","2631","4","-","-","-"
"2100436","Alto Alegre do Maranhão (MA)","Total","Total","5849","5818","16","3","12","-"
"2100477","Alto Alegre do Pindaré (MA)","Total","Total","7272","7254","16","1","1","-"
"2100501","Alto Parnaíba (MA)","Total","Total","2636","2633","1","2","-","-"
"2100550","Amapá do Maranhão (MA)","Total","Total","1503","1503","-","-","-","-"
"2100600","Amarante do Maranhão (MA)","Total","Total","9237","9112","11","-","4","110"
"2100709","Anajatuba (MA)","Total","Total","6490","6485","5","-","-","-"
"2100808","Anapurus (MA)","Total","Total","3326","3281","40","1","4","-"
"2100832","Apicum-Açu (MA)","Total","Total","3390","3389","1","-","-","-"
"2100873","Araguanã (MA)","Total","Total","3048","3047","1","-","-","-"
"2100907","Araioses (MA)","Total","Total","10251","10229","19","2","1","-"
"2100956","Arame (MA)","Total","Total","6929","6911","10","-","-","8"
"2101004","Arari (MA)","Total","Total","6925","6902","1","21","1","-"
"2101103","Axixá (MA)","Total","Total","2545","2544","-","-","1","-"
"2101202","Bacabal (MA)","Total","Total","26246","26011","154","46","35","-"
"2101251","Bacabeira (MA)","Total","Total","3657","3648","3","3","3","-"
"2101301","Bacuri (MA)","Total","Total","4210","4207","1","-","2","-"
"2101350","Bacurituba (MA)","Total","Total","1397","1395","2","-","-","-"
"2101400","Balsas (MA)","Total","Total","21277","20515","404","203","155","-"
"2101509","Barão de Grajaú (MA)","Total","Total","4726","4719","2","5","-","-"
"2101608","Barra do Corda (MA)","Total","Total","21633","21567","18","17","2","29"
"2101707","Barreirinhas (MA)","Total","Total","12133","12101","11","7","14","-"
"2101731","Belágua (MA)","Total","Total","1265","1217","45","-","3","-"
"2101772","Bela Vista do Maranhão (MA)","Total","Total","2978","2977","1","-","-","-"
"2101806","Benedito Leite (MA)","Total","Total","1419","1418","-","-","1","-"
"2101905","Bequimão (MA)","Total","Total","5637","5632","5","-","-","-"
"2101939","Bernardo do Mearim (MA)","Total","Total","1496","1496","-","-","-","-"
"2101970","Boa Vista do Gurupi (MA)","Total","Total","1817","1813","2","-","2","-"
"2102002","Bom Jardim (MA)","Total","Total","9592","9542","12","1","2","35"
"2102036","Bom Jesus das Selvas (MA)","Total","Total","6188","5028","993","10","2","155"
"2102077","Bom Lugar (MA)","Total","Total","3520","3518","1","-","1","-"
"2102101","Brejo (MA)","Total","Total","7934","7926","7","-","1","-"
"2102150","Brejo de Areia (MA)","Total","Total","1274","1274","-","-","-","-"
"2102200","Buriti (MA)","Total","Total","6049","6038","10","-","1","-"
"2102309","Buriti Bravo (MA)","Total","Total","5709","5699","6","2","2","-"
"2102325","Buriticupu (MA)","Total","Total","14973","14838","66","28","38","3"
"2102358","Buritirana (MA)","Total","Total","3775","3774","-","-","1","-"
"2102374","Cachoeira Grande (MA)","Total","Total","1770","1763","7","-","-","-"
"2102408","Cajapió (MA)","Total","Total","2590","2589","1","-","-","-"
"2102507","Cajari (MA)","Total","Total","4308","4305","3","-","-","-"
"2102556","Campestre do Maranhão (MA)","Total","Total","3518","3429","48","-","41","-"
"2102606","Cândido Mendes (MA)","Total","Total","4176","4170","-","-","6","-"
"2102705","Cantanhede (MA)","Total","Total","4713","4709","2","1","1","-"
"2102754","Capinzal do Norte (MA)","Total","Total","2880","2877","3","-","-","-"
"2102804","Carolina (MA)","Total","Total","6289","6200","8","-","81","-"
"2102903","Carutapera (MA)","Total","Total","5060","5052","8","-","-","-"
"2103000","Caxias (MA)","Total","Total","40155","40044","25","81","5","-"
"2103109","Cedral (MA)","Total","Total","2597","2596","1","-","-","-"
"2103125","Central do Maranhão (MA)","Total","Total","1979","1969","1","-","9","-"
"2103158","Centro do Guilherme (MA)","Total","Total","2593","2593","-","-","-","-"
"2103174","Centro Novo do Maranhão (MA)","Total","Total","3946","3714","228","1","1","2"
"2103208","Chapadinha (MA)","Total","Total","17647","17558","8","67","14","-"
"2103257","Cidelândia (MA)","Total","Total","3515","3515","-","-","-","-"
"2103307","Codó (MA)","Total","Total","29571","29499","13","48","11","-"
"2103406","Coelho Neto (MA)","Total","Total","11112","11084","9","19","-","-"
"2103505","Colinas (MA)","Total","Total","9873","9864","3","5","1","-"
"2103554","Conceição do Lago-Açu (MA)","Total","Total","3339","3339","-","-","-","-"
"2103604","Coroatá (MA)","Total","Total","15929","15894","19","3","13","-"
"2103703","Cururupu (MA)","Total","Total","8427","8422","2","2","1","-"
"2103752","Davinópolis (MA)","Total","Total","3318","3290","23","-","5","-"
"2103802","Dom Pedro (MA)","Total","Total","6204","6190","14","-","-","-"
"2103901","Duque Bacelar (MA)","Total","Total","2386","2385","-","1","-","-"
"2104008","Esperantinópolis (MA)","Total","Total","4808","4800","5","3","-","-"
"2104057","Estreito (MA)","Total","Total","9090","8702","171","35","182","-"
"2104073","Feira Nova do Maranhão (MA)","Total","Total","1987","1983","4","-","-","-"
"2104081","Fernando Falcão (MA)","Total","Total","1881","1881","-","-","-","-"
"2104099","Formosa da Serra Negra (MA)","Total","Total","3880","3880","-","-","-","-"
"2104107","Fortaleza dos Nogueiras (MA)","Total","Total","2850","2849","-","-","1","-"
"2104206","Fortuna (MA)","Total","Total","3926","3924","1","-","1","-"
"2104305","Godofredo Viana (MA)","Total","Total","2477","2476","-","-","1","-"
"2104404","Gonçalves Dias (MA)","Total","Total","4559","4555","2","1","1","-"
"2104503","Governador Archer (MA)","Total","Total","2577","2576","1","-","-","-"
"2104552","Governador Edison Lobão (MA)","Total","Total","4245","4172","36","1","36","-"
"2104602","Governador Eugênio Barros (MA)","Total","Total","4096","4088","7","-","1","-"
"2104628","Governador Luiz Rocha (MA)","Total","Total","1892","1892","-","-","-","-"
"2104651","Governador Newton Bello (MA)","Total","Total","2833","2831","-","1","1","-"
"2104677","Governador Nunes Freire (MA)","Total","Total","5815","5802","4","3","6","-"
"2104701","Graça Aranha (MA)","Total","Total","1698","1698","-","-","-","-"
"2104800","Grajaú (MA)","Total","Total","14912","14805","13","11","10","73"
"2104909","Guimarães (MA)","Total","Total","3326","3326","-","-","-","-"
"2105005","Humberto de Campos (MA)","Total","Total","5638","5627","7","2","2","-"
"2105104","Icatu (MA)","Total","Total","5776","5771","5","-","-","-"
"2105153","Igarapé do Meio (MA)","Total","Total","3017","3010","6","-","1","-"
"2105203","Igarapé Grande (MA)","Total","Total","2855","2854","-","1","-","-"
"2105302","Imperatriz (MA)","Total","Total","68561","61587","4953","1328","693","-"
"2105351","Itaipava do Grajaú (MA)","Total","Total","3280","3278","-","1","-","1"
"2105401","Itapecuru Mirim (MA)","Total","Total","15703","15677","8","10","8","-"
"2105427","Itinga do Maranhão (MA)","Total","Total","6620","6508","106","1","5","-"
"2105450","Jatobá (MA)","Total","Total","2138","2138","-","-","-","-"
"2105476","Jenipapo dos Vieiras (MA)","Total","Total","3638","3634","4","-","-","-"
"2105500","João Lisboa (MA)","Total","Total","5401","5392","5","1","3","-"
"2105609","Joselândia (MA)","Total","Total","3913","3896","16","-","1","-"
"2105658","Junco do Maranhão (MA)","Total","Total","986","985","-","-","1","-"
"2105708","Lago da Pedra (MA)","Total","Total","11436","11401","4","28","3","-"
"2105807","Lago do Junco (MA)","Total","Total","2593","2591","1","-","1","-"
"2105906","Lago Verde (MA)","Total","Total","3684","3681","3","-","-","-"
"2105922","Lagoa do Mato (MA)","Total","Total","2684","2683","1","-","-","-"
"2105948","Lago dos Rodrigues (MA)","Total","Total","2061","2060","1","-","-","-"
"2105963","Lagoa Grande do Maranhão (MA)","Total","Total","2404","2403","1","-","-","-"
"2105989","Lajeado Novo (MA)","Total","Total","1831","1813","16","2","-","-"
"2106003","Lima Campos (MA)","Total","Total","3188","3188","-","-","-","-"
"2106102","Loreto (MA)","Total","Total","2670","2666","4","-","-","-"
"2106201","Luís Domingues (MA)","Total","Total","1587","1581","-","-","6","-"
"2106300","Magalhães de Almeida (MA)","Total","Total","4044","4040","2","2","-","-"
"2106326","Maracaçumé (MA)","Total","Total","4610","4603","4","2","1","-"
"2106359","Marajá do Sena (MA)","Total","Total","1759","1759","-","-","-","-"
"2106375","Maranhãozinho (MA)","Total","Total","3095","3013","-","-","1","81"
"2106409","Mata Roma (MA)","Total","Total","3537","3532","1","4","-","-"
"2106508","Matinha (MA)","Total","Total","5576","5572","3","-","1","-"
