"Tabela 3604 - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio e retornavam diariamente do trabalho para o domicílio, exclusive as pessoas que, no trabalho principal, trabalhavam em mais de um município ou país, por tempo habitual de deslocamento do domicílio para o trabalho principal, segundo a situação do domicílio e os grupos de horas habitualmente trabalhadas por semana no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio e retornavam diariamente do trabalho para o domicílio, exclusive as pessoas que, no trabalho principal, trabalhavam em mais de um município ou país (Pessoas)"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Ano x Tempo habitual de deslocamento do domicílio para o trabalho principal x Situação do domicílio"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","2010"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Até cinco minutos","De seis minutos até meia hora","Mais de meia hora até uma hora","Mais de uma hora até duas horas","Mais de duas horas"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Total","Total","Total","Total","Total"
"1600501","Oiapoque (AP)","Total","1430","2382","708","410","259"
"1600535","Porto Grande (AP)","Total","960","1992","388","242","71"
"1600550","Pracuúba (AP)","Total","261","259","118","130","91"
"1600600","Santana (AP)","Total","4311","14310","4995","1247","362"
"1600709","Tartarugalzinho (AP)","Total","598","1066","237","117","66"
"1600808","Vitória do Jari (AP)","Total","425","1671","329","57","21"
"1700251","Abreulândia (TO)","Total","193","143","33","6","6"
"1700301","Aguiarnópolis (TO)","Total","422","1012","132","26","3"
"1700350","Aliança do Tocantins (TO)","Total","369","761","172","25","8"
"1700400","Almas (TO)","Total","581","817","197","38","25"
"1700707","Alvorada (TO)","Total","890","1744","247","111","-"
"1701002","Ananás (TO)","Total","948","1169","233","96","22"
"1701051","Angico (TO)","Total","295","458","48","30","4"
"1701101","Aparecida do Rio Negro (TO)","Total","299","450","248","30","8"
"1701309","Aragominas (TO)","Total","214","635","139","27","35"
"1701903","Araguacema (TO)","Total","599","829","105","39","13"
"1702000","Araguaçu (TO)","Total","666","1578","181","51","4"
"1702109","Araguaína (TO)","Total","7377","38959","5242","1067","270"
"1702158","Araguanã (TO)","Total","277","646","102","21","29"
"1702208","Araguatins (TO)","Total","1652","3872","768","193","26"
"1702307","Arapoema (TO)","Total","756","902","102","52","6"
"1702406","Arraias (TO)","Total","731","1295","151","38","51"
"1702554","Augustinópolis (TO)","Total","1012","2434","497","54","65"
"1702703","Aurora do Tocantins (TO)","Total","281","410","133","37","9"
"1702901","Axixá do Tocantins (TO)","Total","594","1168","363","42","10"
"1703008","Babaçulândia (TO)","Total","237","1331","411","58","19"
"1703057","Bandeirantes do Tocantins (TO)","Total","190","221","86","23","6"
"1703073","Barra do Ouro (TO)","Total","177","371","70","40","24"
"1703107","Barrolândia (TO)","Total","379","699","180","25","21"
"1703206","Bernardo Sayão (TO)","Total","205","313","122","18","6"
"1703305","Bom Jesus do Tocantins (TO)","Total","225","503","172","66","-"
"1703602","Brasilândia do Tocantins (TO)","Total","204","339","52","9","-"
"1703701","Brejinho de Nazaré (TO)","Total","530","766","109","35","7"
"1703800","Buriti do Tocantins (TO)","Total","453","1397","297","97","22"
"1703826","Cachoeirinha (TO)","Total","136","262","81","4","-"
"1703842","Campos Lindos (TO)","Total","425","387","162","64","46"
"1703867","Cariri do Tocantins (TO)","Total","569","546","33","7","-"
"1703883","Carmolândia (TO)","Total","222","326","75","20","2"
"1703891","Carrasco Bonito (TO)","Total","196","402","182","46","24"
"1703909","Caseara (TO)","Total","305","828","55","12","24"
"1704105","Centenário (TO)","Total","182","139","30","19","7"
"1704600","Chapada de Areia (TO)","Total","144","149","23","3","-"
"1705102","Chapada da Natividade (TO)","Total","217","142","29","13","5"
"1705508","Colinas do Tocantins (TO)","Total","2362","6004","680","121","47"
"1705557","Combinado (TO)","Total","500","613","106","25","13"
"1705607","Conceição do Tocantins (TO)","Total","446","502","83","53","16"
"1706001","Couto Magalhães (TO)","Total","191","434","129","18","2"
"1706100","Cristalândia (TO)","Total","542","1107","86","49","16"
"1706258","Crixás do Tocantins (TO)","Total","63","261","24","4","2"
"1706506","Darcinópolis (TO)","Total","276","599","261","68","3"
"1707009","Dianópolis (TO)","Total","1277","3490","522","107","39"
"1707108","Divinópolis do Tocantins (TO)","Total","599","733","86","18","7"
"1707207","Dois Irmãos do Tocantins (TO)","Total","368","454","158","36","4"
"1707306","Dueré (TO)","Total","203","367","64","28","8"
"1707405","Esperantina (TO)","Total","279","1087","217","68","7"
"1707553","Fátima (TO)","Total","419","550","92","16","6"
"1707652","Figueirópolis (TO)","Total","464","832","60","23","11"
"1707702","Filadélfia (TO)","Total","375","837","238","50","10"
"1708205","Formoso do Araguaia (TO)","Total","1611","2716","499","171","54"
"1708254","Tabocão (TO)","Total","214","435","37","2","8"
"1708304","Goianorte (TO)","Total","339","466","128","28","28"
"1709005","Goiatins (TO)","Total","728","783","219","81","38"
"1709302","Guaraí (TO)","Total","2182","4985","571","200","128"
"1709500","Gurupi (TO)","Total","5558","19910","1758","441","164"
"1709807","Ipueiras (TO)","Total","207","124","85","10","12"
"1710508","Itacajá (TO)","Total","520","834","89","76","9"
"1710706","Itaguatins (TO)","Total","392","559","95","44","12"
"1710904","Itapiratins (TO)","Total","274","510","67","52","8"
"1711100","Itaporã do Tocantins (TO)","Total","184","234","51","27","11"
"1711506","Jaú do Tocantins (TO)","Total","266","320","38","22","18"
"1711803","Juarina (TO)","Total","10","55","7","2","5"
"1711902","Lagoa da Confusão (TO)","Total","609","1098","351","143","7"
"1711951","Lagoa do Tocantins (TO)","Total","231","305","22","18","2"
"1712009","Lajeado (TO)","Total","357","447","145","18","13"
"1712157","Lavandeira (TO)","Total","219","178","31","10","-"
"1712405","Lizarda (TO)","Total","193","170","106","6","21"
"1712454","Luzinópolis (TO)","Total","223","349","51","26","2"
"1712504","Marianópolis do Tocantins (TO)","Total","469","477","133","30","15"
"1712702","Mateiros (TO)","Total","231","210","38","13","14"
"1712801","Maurilândia do Tocantins (TO)","Total","71","333","114","13","16"
"1713205","Miracema do Tocantins (TO)","Total","1389","4180","460","211","55"
"1713304","Miranorte (TO)","Total","799","2652","518","162","35"
"1713601","Monte do Carmo (TO)","Total","367","625","106","23","41"
"1713700","Monte Santo do Tocantins (TO)","Total","132","193","28","2","2"
"1713809","Palmeiras do Tocantins (TO)","Total","265","598","286","31","3"
"1713957","Muricilândia (TO)","Total","222","233","34","18","8"
"1714203","Natividade (TO)","Total","819","1248","218","72","36"
"1714302","Nazaré (TO)","Total","335","579","135","54","6"
"1714880","Nova Olinda (TO)","Total","459","1833","182","27","10"
"1715002","Nova Rosalândia (TO)","Total","342","294","40","19","-"
"1715101","Novo Acordo (TO)","Total","314","426","107","27","4"
"1715150","Novo Alegre (TO)","Total","234","276","16","16","6"
"1715259","Novo Jardim (TO)","Total","169","247","35","7","-"
"1715507","Oliveira de Fátima (TO)","Total","157","121","10","-","4"
"1715705","Palmeirante (TO)","Total","162","178","58","15","-"
"1715754","Palmeirópolis (TO)","Total","797","1085","105","43","54"
"1716109","Paraíso do Tocantins (TO)","Total","2705","9740","1087","297","71"
"1716208","Paranã (TO)","Total","565","762","156","67","99"
"1716307","Pau D'Arco (TO)","Total","427","506","79","58","14"
"1716505","Pedro Afonso (TO)","Total","667","2543","612","198","31"
"1716604","Peixe (TO)","Total","996","1203","276","79","4"
"1716653","Pequizeiro (TO)","Total","428","828","67","44","27"
"1716703","Colméia (TO)","Total","916","1248","128","36","28"
"1717008","Pindorama do Tocantins (TO)","Total","331","639","79","15","4"
"1717206","Piraquê (TO)","Total","209","182","55","13","-"
"1717503","Pium (TO)","Total","514","938","153","75","104"
"1717800","Ponte Alta do Bom Jesus (TO)","Total","305","281","164","66","4"
"1717909","Ponte Alta do Tocantins (TO)","Total","574","702","91","23","3"
"1718006","Porto Alegre do Tocantins (TO)","Total","151","313","28","9","-"
"1718204","Porto Nacional (TO)","Total","3710","11015","1198","358","151"
"1718303","Praia Norte (TO)","Total","438","740","296","81","13"
"1718402","Presidente Kennedy (TO)","Total","369","428","87","30","19"
"1718451","Pugmil (TO)","Total","320","460","34","9","2"
"1718501","Recursolândia (TO)","Total","276","186","28","4","4"
"1718550","Riachinho (TO)","Total","165","458","32","7","-"
"1718659","Rio da Conceição (TO)","Total","152","179","23","8","18"
"1718709","Rio dos Bois (TO)","Total","264","268","66","1","8"
"1718758","Rio Sono (TO)","Total","500","368","48","4","9"
"1718808","Sampaio (TO)","Total","187","393","82","31","47"
"1718840","Sandolândia (TO)","Total","529","200","64","15","-"
"1718865","Santa Fé do Araguaia (TO)","Total","493","673","92","19","36"
"1718881","Santa Maria do Tocantins (TO)","Total","329","184","47","15","-"
"1718899","Santa Rita do Tocantins (TO)","Total","191","117","47","30","13"
"1718907","Santa Rosa do Tocantins (TO)","Total","304","531","82","30","9"
"1719004","Santa Tereza do Tocantins (TO)","Total","208","517","90","24","1"
"1720002","Santa Terezinha do Tocantins (TO)","Total","149","359","113","29","3"
"1720101","São Bento do Tocantins (TO)","Total","344","619","158","53","50"
"1720150","São Félix do Tocantins (TO)","Total","88","124","16","-","5"
"1720200","São Miguel do Tocantins (TO)","Total","480","1477","490","210","58"
"1720259","São Salvador do Tocantins (TO)","Total","224","257","26","7","6"
"1720309","São Sebastião do Tocantins (TO)","Total","162","404","125","55","13"
"1720499","São Valério (TO)","Total","321","568","46","11","57"
"1720655","Silvanópolis (TO)","Total","561","533","75","50","10"
"1720804","Sítio Novo do Tocantins (TO)","Total","286","1052","258","76","70"
"1720853","Sucupira (TO)","Total","210","179","33","4","7"
"1720903","Taguatinga (TO)","Total","758","2201","455","64","15"
"1720937","Taipas do Tocantins (TO)","Total","119","121","25","16","18"
"1720978","Talismã (TO)","Total","392","292","74","31","-"
"1721000","Palmas (TO)","Total","11461","57709","20274","3957","633"
"1721109","Tocantínia (TO)","Total","361","488","72","63","7"
"1721208","Tocantinópolis (TO)","Total","1613","3849","848","143","31"
"1721257","Tupirama (TO)","Total","102","170","79","-","-"
"1721307","Tupiratins (TO)","Total","170","133","38","3","17"
"1722081","Wanderlândia (TO)","Total","583","1391","349","116","21"
"1722107","Xambioá (TO)","Total","618","2001","246","26","58"
"2100055","Açailândia (MA)","Total","4581","17205","2859","595","375"
"2100105","Afonso Cunha (MA)","Total","167","518","150","48","8"
"2100154","Água Doce do Maranhão (MA)","Total","483","885","565","144","18"
"2100204","Alcântara (MA)","Total","891","2785","1237","182","74"
"2100303","Aldeias Altas (MA)","Total","657","3088","1244","189","23"
"2100402","Altamira do Maranhão (MA)","Total","276","1056","552","85","17"
"2100436","Alto Alegre do Maranhão (MA)","Total","712","2965","716","234","39"
"2100477","Alto Alegre do Pindaré (MA)","Total","988","2409","1333","288","57"
"2100501","Alto Parnaíba (MA)","Total","586","956","154","27","10"
"2100550","Amapá do Maranhão (MA)","Total","452","627","214","113","105"
"2100600","Amarante do Maranhão (MA)","Total","1900","3731","1453","781","143"
"2100709","Anajatuba (MA)","Total","955","3360","1422","653","144"
"2100808","Anapurus (MA)","Total","825","2090","500","172","53"
"2100832","Apicum-Açu (MA)","Total","773","2106","634","272","188"
"2100873","Araguanã (MA)","Total","288","974","370","121","41"
"2100907","Araioses (MA)","Total","1268","3878","2371","1217","138"
"2100956","Arame (MA)","Total","1038","2059","1149","417","120"
"2101004","Arari (MA)","Total","1202","3218","795","269","93"
"2101103","Axixá (MA)","Total","451","2004","486","183","101"
"2101202","Bacabal (MA)","Total","5014","18411","3155","866","359"
"2101251","Bacabeira (MA)","Total","760","2391","495","170","29"
"2101301","Bacuri (MA)","Total","849","1940","1266","774","172"
"2101350","Bacurituba (MA)","Total","185","463","164","26","12"
"2101400","Balsas (MA)","Total","5033","15015","1338","291","239"
"2101509","Barão de Grajaú (MA)","Total","823","2301","496","100","52"
"2101608","Barra do Corda (MA)","Total","3196","11184","2938","1215","502"
"2101707","Barreirinhas (MA)","Total","1953","6726","2015","471","156"
"2101731","Belágua (MA)","Total","219","856","337","96","41"
"2101772","Bela Vista do Maranhão (MA)","Total","660","1608","692","212","84"
"2101806","Benedito Leite (MA)","Total","188","621","182","78","40"
"2101905","Bequimão (MA)","Total","733","2677","834","175","43"
"2101939","Bernardo do Mearim (MA)","Total","225","1201","359","95","-"
"2101970","Boa Vista do Gurupi (MA)","Total","345","732","116","47","21"
"2102002","Bom Jardim (MA)","Total","1436","4377","1980","1176","153"
"2102036","Bom Jesus das Selvas (MA)","Total","814","2191","1063","452","228"
"2102077","Bom Lugar (MA)","Total","281","1375","377","21","30"
"2102101","Brejo (MA)","Total","1088","2991","539","184","33"
"2102150","Brejo de Areia (MA)","Total","253","838","177","56","18"
"2102200","Buriti (MA)","Total","1146","2198","573","127","32"
"2102309","Buriti Bravo (MA)","Total","1102","2850","849","329","126"
"2102325","Buriticupu (MA)","Total","2206","6613","2284","757","390"
"2102358","Buritirana (MA)","Total","775","1854","677","329","136"
"2102374","Cachoeira Grande (MA)","Total","255","915","674","111","17"
"2102408","Cajapió (MA)","Total","359","827","437","131","52"
"2102507","Cajari (MA)","Total","655","2134","674","176","69"
"2102556","Campestre do Maranhão (MA)","Total","505","1811","1161","229","41"
"2102606","Cândido Mendes (MA)","Total","782","2035","671","412","230"
"2102705","Cantanhede (MA)","Total","684","1871","882","251","35"
"2102754","Capinzal do Norte (MA)","Total","450","1147","358","149","23"
"2102804","Carolina (MA)","Total","1366","3683","650","132","48"
"2102903","Carutapera (MA)","Total","1573","2515","728","382","141"
"2103000","Caxias (MA)","Total","5669","25068","4963","1058","612"
"2103109","Cedral (MA)","Total","465","1411","574","206","56"
"2103125","Central do Maranhão (MA)","Total","257","952","477","414","87"
"2103158","Centro do Guilherme (MA)","Total","506","1249","502","163","44"
"2103174","Centro Novo do Maranhão (MA)","Total","848","1603","588","245","35"
"2103208","Chapadinha (MA)","Total","2440","9582","2002","666","292"
"2103257","Cidelândia (MA)","Total","925","1462","508","215","41"
"2103307","Codó (MA)","Total","4183","17741","3961","1212","413"
"2103406","Coelho Neto (MA)","Total","1810","6555","1589","959","166"
"2103505","Colinas (MA)","Total","1965","5807","1648","434","104"
"2103554","Conceição do Lago-Açu (MA)","Total","713","2441","761","386","140"
"2103604","Coroatá (MA)","Total","2134","8470","2080","731","361"
"2103703","Cururupu (MA)","Total","1552","3736","1342","1059","622"
"2103752","Davinópolis (MA)","Total","599","1618","783","76","16"
"2103802","Dom Pedro (MA)","Total","1144","3149","529","404","102"
"2103901","Duque Bacelar (MA)","Total","401","1491","346","61","28"
"2104008","Esperantinópolis (MA)","Total","801","3061","777","188","53"
"2104057","Estreito (MA)","Total","1751","6900","542","190","120"
"2104073","Feira Nova do Maranhão (MA)","Total","339","559","174","50","22"
"2104081","Fernando Falcão (MA)","Total","151","801","988","291","62"
"2104099","Formosa da Serra Negra (MA)","Total","564","1283","497","181","14"
"2104107","Fortaleza dos Nogueiras (MA)","Total","458","913","285","40","12"
"2104206","Fortuna (MA)","Total","757","1692","734","312","59"
"2104305","Godofredo Viana (MA)","Total","401","1858","771","288","17"
"2104404","Gonçalves Dias (MA)","Total","658","1694","735","223","62"
"2104503","Governador Archer (MA)","Total","519","1562","484","212","81"
"2104552","Governador Edison Lobão (MA)","Total","591","2970","339","65","29"
"2104602","Governador Eugênio Barros (MA)","Total","673","1791","1404","486","72"
"2104628","Governador Luiz Rocha (MA)","Total","227","842","532","142","35"
"2104651","Governador Newton Bello (MA)","Total","698","1009","602","144","41"
"2104677","Governador Nunes Freire (MA)","Total","986","3749","903","334","131"
"2104701","Graça Aranha (MA)","Total","316","620","192","46","9"
"2104800","Grajaú (MA)","Total","2982","7894","2033","632","233"
"2104909","Guimarães (MA)","Total","765","2121","677","179","102"
"2105005","Humberto de Campos (MA)","Total","368","1571","762","458","474"
"2105104","Icatu (MA)","Total","836","1958","904","581","186"
"2105153","Igarapé do Meio (MA)","Total","639","1613","697","223","83"
"2105203","Igarapé Grande (MA)","Total","996","1806","592","127","17"
"2105302","Imperatriz (MA)","Total","11645","59672","6930","1194","550"
"2105351","Itaipava do Grajaú (MA)","Total","455","1110","1198","364","99"
"2105401","Itapecuru Mirim (MA)","Total","2182","9347","1986","408","222"
"2105427","Itinga do Maranhão (MA)","Total","1523","3216","612","268","162"
"2105450","Jatobá (MA)","Total","406","640","276","155","17"
"2105476","Jenipapo dos Vieiras (MA)","Total","340","2296","866","337","108"
"2105500","João Lisboa (MA)","Total","671","2874","753","102","80"
"2105609","Joselândia (MA)","Total","527","1491","1061","248","104"
"2105658","Junco do Maranhão (MA)","Total","334","476","182","136","79"
"2105708","Lago da Pedra (MA)","Total","2114","5281","1561","784","239"
"2105807","Lago do Junco (MA)","Total","330","1007","324","62","40"
"2105906","Lago Verde (MA)","Total","599","2082","892","198","44"
"2105922","Lagoa do Mato (MA)","Total","328","1838","708","218","113"
"2105948","Lago dos Rodrigues (MA)","Total","483","1203","342","82","8"
"2105963","Lagoa Grande do Maranhão (MA)","Total","364","1002","760","434","9"
"2105989","Lajeado Novo (MA)","Total","355","733","157","79","12"
"2106003","Lima Campos (MA)","Total","729","1993","680","232","96"
"2106102","Loreto (MA)","Total","417","1105","118","61","32"
"2106201","Luís Domingues (MA)","Total","375","651","167","128","53"
"2106300","Magalhães de Almeida (MA)","Total","868","2723","1108","241","46"
"2106326","Maracaçumé (MA)","Total","892","2412","308","156","82"
"2106359","Marajá do Sena (MA)","Total","169","836","444","47","52"
"2106375","Maranhãozinho (MA)","Total","744","1873","340","102","72"
"2106409","Mata Roma (MA)","Total","433","1153","211","38","45"
"2106508","Matinha (MA)","Total","809","3219","614","194","89"
"2106607","Matões (MA)","Total","1189","3505","1500","498","43"
"2106631","Matões do Norte (MA)","Total","359","1255","465","47","4"
"2106672","Milagres do Maranhão (MA)","Total","391","781","172","30","17"
"2106706","Mirador (MA)","Total","664","1632","617","317","36"
"2106755","Miranda do Norte (MA)","Total","872","3652","1244","303","91"
"2106805","Mirinzal (MA)","Total","433","2518","783","302","156"
"2106904","Monção (MA)","Total","1405","4589","1790","540","144"
"2107001","Montes Altos (MA)","Total","468","797","422","109","26"
"2107100","Morros (MA)","Total","695","2917","1016","313","64"
"2107209","Nina Rodrigues (MA)","Total","437","1083","499","82","11"
"2107258","Nova Colinas (MA)","Total","333","337","55","25","3"
"2107308","Nova Iorque (MA)","Total","251","743","133","25","19"
"2107357","Nova Olinda do Maranhão (MA)","Total","991","2796","560","284","70"
"2107407","Olho d'Água das Cunhãs (MA)","Total","816","2122","835","211","105"
"2107456","Olinda Nova do Maranhão (MA)","Total","635","1765","558","131","56"
"2107506","Paço do Lumiar (MA)","Total","1832","9142","12869","7172","787"
"2107605","Palmeirândia (MA)","Total","906","3137","1354","358","30"
"2107704","Paraibano (MA)","Total","794","2543","618","231","52"
"2107803","Parnarama (MA)","Total","1273","5273","1945","337","100"
"2107902","Passagem Franca (MA)","Total","801","2343","635","210","140"
"2108009","Pastos Bons (MA)","Total","912","2554","671","298","46"
"2108058","Paulino Neves (MA)","Total","507","1551","346","380","123"
"2108108","Paulo Ramos (MA)","Total","900","2138","615","176","110"
"2108207","Pedreiras (MA)","Total","1886","6667","1198","412","128"
"2108256","Pedro do Rosário (MA)","Total","896","3138","1594","571","183"
"2108306","Penalva (MA)","Total","1251","4790","1852","809","369"
"2108405","Peri Mirim (MA)","Total","404","1740","724","72","-"
"2108454","Peritoró (MA)","Total","594","1286","366","142","20"
"2108504","Pindaré-Mirim (MA)","Total","1757","4611","1756","444","147"
"2108603","Pinheiro (MA)","Total","4078","13051","3470","711","225"
"2108702","Pio XII (MA)","Total","1164","2559","935","348","34"
"2108801","Pirapemas (MA)","Total","540","2019","725","135","94"
"2108900","Poção de Pedras (MA)","Total","1139","2346","893","279","46"
"2109007","Porto Franco (MA)","Total","1308","3416","822","173","58"
"2109056","Porto Rico do Maranhão (MA)","Total","333","717","364","95","56"
"2109106","Presidente Dutra (MA)","Total","2676","8985","1464","564","90"
"2109205","Presidente Juscelino (MA)","Total","275","984","346","141","27"
"2109239","Presidente Médici (MA)","Total","246","826","116","45","8"
"2109270","Presidente Sarney (MA)","Total","701","2523","761","227","454"
"2109304","Presidente Vargas (MA)","Total","477","1395","519","166","46"
"2109403","Primeira Cruz (MA)","Total","434","1022","401","84","65"
"2109452","Raposa (MA)","Total","707","2152","1966","998","336"
"2109502","Riachão (MA)","Total","708","1715","458","74","29"
"2109551","Ribamar Fiquene (MA)","Total","218","554","421","185","12"
"2109601","Rosário (MA)","Total","1493","6576","1377","573","94"
"2109700","Sambaíba (MA)","Total","272","804","123","60","9"
"2109759","Santa Filomena do Maranhão (MA)","Total","237","885","156","72","14"
"2109809","Santa Helena (MA)","Total","1383","6269","1495","550","306"
"2109908","Santa Inês (MA)","Total","3795","14393","1974","405","297"
"2110005","Santa Luzia (MA)","Total","2339","8420","3230","1296","460"
"2110039","Santa Luzia do Paruá (MA)","Total","1173","3857","875","182","117"
"2110104","Santa Quitéria do Maranhão (MA)","Total","1054","5087","1152","392","80"
"2110203","Santa Rita (MA)","Total","1351","4555","882","173","39"
"2110237","Santana do Maranhão (MA)","Total","315","784","175","42","7"
"2110278","Santo Amaro do Maranhão (MA)","Total","634","1779","929","382","227"
"2110302","Santo Antônio dos Lopes (MA)","Total","892","2113","587","70","50"
"2110401","São Benedito do Rio Preto (MA)","Total","573","1857","693","175","69"
"2110500","São Bento (MA)","Total","1089","4856","2179","458","65"
"2110609","São Bernardo (MA)","Total","1584","4008","501","255","26"
"2110658","São Domingos do Azeitão (MA)","Total","284","597","99","23","4"
"2110708","São Domingos do Maranhão (MA)","Total","1830","4458","1348","806","44"
"2110807","São Félix de Balsas (MA)","Total","168","494","283","54","9"
"2110856","São Francisco do Brejão (MA)","Total","863","836","295","149","42"
"2110906","São Francisco do Maranhão (MA)","Total","872","1572","701","95","27"
"2111003","São João Batista (MA)","Total","454","1570","748","176","69"
"2111029","São João do Carú (MA)","Total","575","1173","607","155","102"
"2111052","São João do Paraíso (MA)","Total","885","1878","357","265","47"
"2111078","São João do Soter (MA)","Total","775","2027","800","234","80"
"2111102","São João dos Patos (MA)","Total","1491","3791","914","400","130"
"2111201","São José de Ribamar (MA)","Total","2988","18078","18879","8598","1243"
"2111250","São José dos Basílios (MA)","Total","140","657","646","434","89"
"2111300","São Luís (MA)","Total","20740","135020","114186","39204","5428"
"2111409","São Luís Gonzaga do Maranhão (MA)","Total","501","2327","702","154","24"
